year,fips,dem,rep,total_votes,pop,mex,hisp,source,nhwhite,vap,cvap,hisp_vap,hisp_cvap,med_income,state,dem2p,mex_share,hisp_share,turnout_cvap,votes_per_pop,nhwhite_share,mex_share_of_hisp
2024,51015,11403,32429,44223,77713,1944,2931,acs5_2023,68690,63186,61917,1987,1187,79972,51,0.260152,0.0250151,0.0377157,0.71423,0.569055,0.883893,0.663255
2000,51017,822,1311,2210,5048,2,18,dec2000,,,,,,,51,0.385373,0.000396197,0.00356577,,0.437797,,0.111111
2004,51017,828,1432,2282,4921.2,20,51.2,interp dec2000/dec2010,,,,,,,51,0.366372,0.00406405,0.010404,,0.463708,,0.390625
2008,51017,1043,1349,2432,4636,49,49,acs5_2009,4429,3671,3671,,,46250,51,0.436037,0.0105695,0.0105695,0.66249,0.52459,0.955349,1
2012,51017,894,1274,2223,4644,68,83,acs5_2014,4178,3778,3661,83,45,46153,51,0.412362,0.0146425,0.0178725,0.607211,0.478682,0.899655,0.819277
2016,51017,603,1548,2253,4393,150,165,acs5_2018,4033,3680,3616,76,41,46137,51,0.280335,0.0341452,0.0375598,0.623064,0.512861,0.918051,0.909091
2020,51017,646,1834,2501,4177,31,31,acs5_2022,3893,3535,3505,31,15,55699,51,0.260484,0.00742159,0.00742159,0.713552,0.598755,0.932009,1
2024,51017,588,1976,2582,4123,28,153,acs5_2023,3733,3416,3389,95,77,61709,51,0.229329,0.00679117,0.0371089,0.761877,0.626243,0.905409,0.183007
2000,51019,9238,18493,57180,66670,195,505,dec2000,,,,,,,51,0.333129,0.00292485,0.00757462,,0.857657,,0.386139
2004,51019,10144,23397,67892,69961.2,352.6,792.6,interp dec2000/dec2010,,,,,,,51,0.302436,0.00503994,0.0113291,,0.970424,,0.444865
2008,51019,12225,25917,77128,72207,370,1126,acs5_2009,63621,55490,55013,,,52546.6,51,0.320513,0.00512416,0.0155941,1.402,1.06815,0.881092,0.328597
2012,51019,11434,28206,80460,75607,516,1387,acs5_2014,66995,59579,58850,904,692,56043,51,0.288446,0.00682476,0.0183449,1.3672,1.06419,0.886095,0.372026
2016,51019,9768,30659,85050,77908,751,1646,acs5_2018,68486,62146,61207,1108,828,61541,51,0.241621,0.00963957,0.0211275,1.38955,1.09167,0.879062,0.456258
2020,51019,12176,35600,48669,79761,1031,2079,acs5_2022,68519,64139,63255,1430,1059,74773,51,0.254856,0.0129261,0.0260654,0.76941,0.610185,0.859054,0.495911
2024,51019,12414,38017,50830,80254,957,2174,acs5_2023,68692,64519,63571,1493,1127,77644,51,0.246158,0.0119246,0.027089,0.799578,0.633364,0.855932,0.440202
2000,51021,851,1759,2688,6871,13,32,dec2000,,,,,,,51,0.326054,0.00189201,0.00465726,,0.391209,,0.40625
2004,51021,846,1962,2865,6852.2,16.2,34.8,interp dec2000/dec2010,,,,,,,51,0.301282,0.0023642,0.00507866,,0.418114,,0.465517
2008,51021,864,2031,2959,6792,0,17,acs5_2009,6465,5441,5360,,,42231,51,0.298446,0,0.00250294,0.552052,0.43566,0.951855,0
2012,51021,735,2144,2948,6727,3,27,acs5_2014,6382,5598,5590,20,15,43508,51,0.255297,0.000445964,0.00401368,0.52737,0.438234,0.948714,0.111111
2016,51021,453,2573,3139,6447,0,48,acs5_2018,6211,5398,5372,18,12,50511,51,0.149703,0,0.00744532,0.584326,0.486893,0.963394,0
2020,51021,532,2903,3479,6241,2,49,acs5_2022,5831,5291,5288,19,19,59901,51,0.154876,0.000320461,0.00785131,0.657905,0.557443,0.934305,0.0408163
2024,51021,524,2998,3548,6211,3,41,acs5_2023,5780,5332,5330,41,41,61375,51,0.148779,0.000483014,0.00660119,0.665666,0.571245,0.930607,0.0731707
2000,51023,4627,8867,13840,30496,76,181,dec2000,,,,,,,51,0.342893,0.00249213,0.0059352,,0.45383,,0.41989
2004,51023,4801,10865,15797,31556.8,112.8,251,interp dec2000/dec2010,,,,,,,51,0.30646,0.00357451,0.00795391,,0.500589,,0.449402
2008,51023,5693,11471,17406,32231,166,337,acs5_2009,29853,25212,25149,,,59823,51,0.331683,0.00515032,0.0104558,0.692115,0.540039,0.92622,0.492582
2012,51023,5452,12479,18241,33105,202,429,acs5_2014,30959,26079,25873,272,170,63011,51,0.304054,0.0061018,0.0129588,0.705021,0.551004,0.935176,0.470862
2016,51023,4494,13375,18739,33222,192,547,acs5_2018,30848,26647,26325,359,238,68410,51,0.251497,0.0057793,0.016465,0.711833,0.564054,0.928541,0.351005
2020,51023,5700,15099,21120,33734,215,666,acs5_2022,30864,27394,27288,460,389,77680,51,0.274052,0.00637339,0.0197427,0.773967,0.626075,0.914923,0.322823
2024,51023,5915,15796,21893,33875,297,803,acs5_2023,30773,27520,27398,550,460,80467,51,0.272443,0.00876753,0.0237048,0.799073,0.646288,0.908428,0.369863
2000,51025,3387,2561,5997,18419,115,231,dec2000,,,,,,,51,0.569435,0.00624355,0.0125414,,0.325588,,0.497835
2004,51025,4062,2852,6926,18025,142.6,257.8,interp dec2000/dec2010,,,,,,,51,0.587504,0.00791123,0.0143024,,0.384244,,0.553142
2008,51025,4973,2877,7914,17786,0,82,acs5_2009,7385,14499,14451,,,36202,51,0.633503,0,0.00461037,0.547644,0.444957,0.415214,0
2012,51025,4994,2968,8037,16961,255,316,acs5_2014,6880,13827,13728,215,160,37028,51,0.627229,0.0150345,0.018631,0.585446,0.473852,0.405636,0.806962
2016,51025,4481,3046,7669,16665,191,364,acs5_2018,6780,13845,13591,248,70,41927,51,0.595324,0.0114611,0.0218422,0.56427,0.460186,0.406841,0.524725
2020,51025,4552,3357,7948,15965,62,415,acs5_2022,6542,13477,13187,410,192,52678,51,0.575547,0.0038835,0.0259944,0.602715,0.497839,0.409771,0.149398
2024,51025,4184,3523,7738,15868,90,434,acs5_2023,6498,13389,13055,411,167,52978,51,0.542883,0.00567179,0.0273506,0.592723,0.487648,0.409503,0.207373
2000,51027,5745,3867,9856,26978,15,128,dec2000,,,,,,,51,0.59769,0.000556009,0.00474461,,0.365335,,0.117188
2004,51027,5275,4507,9829,25826,21.8,114.8,interp dec2000/dec2010,,,,,,,51,0.539256,0.000844111,0.00444513,,0.380585,,0.189895
2008,51027,4063,4541,8734,23584,6,49,acs5_2009,22504,18944,18844,,,27538,51,0.472222,0.00025441,0.00207768,0.46349,0.370336,0.954206,0.122449
2012,51027,3094,6436,9646,23683,37,106,acs5_2014,22681,19442,19309,82,68,29678,51,0.324659,0.0015623,0.00447578,0.49956,0.407296,0.957691,0.349057
2016,51027,1721,7296,9247,22138,51,96,acs5_2018,21059,18159,18035,80,55,30806,51,0.190862,0.00230373,0.00433644,0.512725,0.417698,0.95126,0.53125
2020,51027,1587,8311,9953,20246,76,193,acs5_2022,19477,16824,16771,153,135,39591,51,0.160335,0.00375383,0.00953275,0.593465,0.491603,0.962017,0.393782
2024,51027,1355,7939,9327,19857,87,202,acs5_2023,19000,16465,16394,150,129,42216,51,0.145793,0.00438133,0.0101727,0.568928,0.469708,0.956841,0.430693
2000,51029,2561,2738,5454,15623,60,126,dec2000,,,,,,,51,0.483299,0.00384049,0.00806503,,0.349101,,0.47619
2004,51029,2789,3185,6027,16232.2,93.2,190.8,interp dec2000/dec2010,,,,,,,51,0.466856,0.00574167,0.0117544,,0.371299,,0.48847
2008,51029,3489,3428,6994,15932,26,124,acs5_2009,9643,14434,14267,,,38128,51,0.504409,0.00163194,0.00778308,0.490222,0.438991,0.60526,0.209677
2012,51029,3750,3569,7457,17072,201,334,acs5_2014,10435,13793,13578,193,86,38484,51,0.512365,0.0117737,0.0195642,0.549197,0.436797,0.611235,0.601796
2016,51029,3128,3950,7295,17004,276,408,acs5_2018,10396,13822,13711,200,123,46261,51,0.441933,0.0162315,0.0239944,0.532055,0.429017,0.611386,0.676471
2020,51029,3471,4544,8126,16869,137,426,acs5_2022,10261,13828,13696,249,140,59894,51,0.433063,0.00812141,0.0252534,0.593312,0.481712,0.608276,0.321596
2024,51029,2988,4847,7915,16914,141,434,acs5_2023,10279,13854,13698,261,146,59199,51,0.381366,0.00833629,0.0256592,0.577822,0.467956,0.607721,0.324885
2000,51031,6659,13162,20327,51078,180,423,dec2000,,,,,,,51,0.335957,0.00352402,0.00828145,,0.39796,,0.425532
2004,51031,6862,15891,22997,52583.6,310.4,621,interp dec2000/dec2010,,,,,,,51,0.301587,0.00590298,0.0118098,,0.437342,,0.499839
2008,51031,8091,17444,25814,52542,273,627,acs5_2009,43011,41018,40565,,,43324,51,0.316859,0.00519584,0.0119333,0.636361,0.491302,0.818602,0.435407
2012,51031,7595,17695,25696,54833,641,1039,acs5_2014,44311,43372,42439,718,375,47055,51,0.300316,0.01169,0.0189484,0.605481,0.468623,0.808108,0.616939
2016,51031,6664,19551,27535,55170,806,1298,acs5_2018,44142,44146,43304,906,557,50258,51,0.254206,0.0146094,0.0235273,0.635854,0.499094,0.800109,0.620955
2020,51031,8070,21245,29892,55518,960,1701,acs5_2022,43320,44596,43616,1182,690,59022,51,0.275286,0.0172917,0.0306387,0.685345,0.53842,0.780287,0.564374
2024,51031,7890,23032,31171,55398,959,1862,acs5_2023,42795,44514,43519,1299,765,62608,51,0.255158,0.0173111,0.0336113,0.716262,0.562674,0.772501,0.515038
2000,51033,4314,3873,8351,22121,119,295,dec2000,,,,,,,51,0.526933,0.0053795,0.0133357,,0.377515,,0.40339
2004,51033,4878,4999,9954,24690.6,181,560.6,interp dec2000/dec2010,,,,,,,51,0.493875,0.00733073,0.022705,,0.403149,,0.322868
2008,51033,7163,5617,12919,26917,189,932,acs5_2009,17462,20490,20264,,,56829,51,0.560485,0.00702158,0.034625,0.637535,0.479957,0.648735,0.20279
2012,51033,7276,6151,13652,29057,384,1096,acs5_2014,18528,22274,22001,689,592,58417,51,0.541893,0.0132154,0.037719,0.620517,0.469835,0.637643,0.350365
2016,51033,6432,7147,14863,30184,272,1381,acs5_2018,19163,23203,22753,990,827,64715,51,0.473673,0.0090114,0.0457527,0.653233,0.492413,0.634873,0.196959
2020,51033,7657,8336,16288,31181,404,1841,acs5_2022,19503,24112,23523,1207,831,83562,51,0.478772,0.0129566,0.0590424,0.692429,0.522369,0.625477,0.219446
2024,51033,7957,9511,17653,31541,467,2220,acs5_2023,19405,24357,23750,1467,980,86267,51,0.455519,0.0148061,0.0703846,0.743284,0.559684,0.615231,0.21036
2000,51035,3638,7142,11001,29245,358,479,dec2000,,,,,,,51,0.337477,0.0122414,0.0163789,,0.376167,,0.74739
2004,51035,3888,8173,12128,29563.8,440.8,597.8,interp dec2000/dec2010,,,,,,,51,0.322361,0.0149101,0.0202207,,0.410231,,0.73737
2008,51035,4109,8187,12579,29137,321,416,acs5_2009,27939,23340,22995,,,34794,51,0.334174,0.0110169,0.0142774,0.547032,0.431719,0.958884,0.771635
2012,51035,3685,8736,12918,29881,657,851,acs5_2014,28524,24003,23649,554,200,33495,51,0.296675,0.0219872,0.0284796,0.546239,0.432315,0.954587,0.772033
2016,51035,2559,10663,13668,29738,546,996,acs5_2018,28174,24148,23822,614,315,43532,51,0.193541,0.0183603,0.0334925,0.573755,0.459614,0.947407,0.548193
2020,51035,2842,12659,15651,29126,536,1226,acs5_2022,27224,23922,23521,824,492,49113,51,0.183343,0.0184028,0.042093,0.665405,0.537355,0.934698,0.437194
2024,51035,2925,13152,16160,29158,759,1128,acs5_2023,27309,23951,23571,752,454,52575,51,0.181937,0.0260306,0.0386858,0.685588,0.554222,0.936587,0.672872
2000,51036,1981,1023,3066,6926,14,45,dec2000,,,,,,,51,0.659454,0.00202137,0.00649726,,0.44268,,0.311111
2004,51036,2155,1254,3439,7058,29.2,62.2,interp dec2000/dec2010,,,,,,,51,0.63215,0.00413715,0.00881269,,0.487249,,0.469453
2008,51036,2838,1288,4153,7146,14,57,acs5_2009,3160,5774,5756,,,49747,51,0.687833,0.00195914,0.00797649,0.721508,0.581164,0.442205,0.245614
2012,51036,2772,1396,4232,7154,70,112,acs5_2014,2922,5934,5908,59,55,48088,51,0.665067,0.00978474,0.0156556,0.716317,0.591557,0.408443,0.625
2016,51036,2496,1476,4107,6995,75,129,acs5_2018,2925,5896,5825,103,89,59192,51,0.628399,0.0107219,0.0184417,0.705064,0.587134,0.418156,0.581395
2020,51036,2624,1761,4441,6760,81,146,acs5_2022,2958,5755,5689,115,76,65573,51,0.598404,0.0119822,0.0215976,0.780629,0.656953,0.437574,0.554795
2024,51036,2384,1917,4341,6686,59,133,acs5_2023,2964,5713,5632,102,73,70339,51,0.55429,0.00882441,0.0198923,0.770774,0.649267,0.443314,0.443609
2000,51037,2017,2855,4994,12472,145,206,dec2000,,,,,,,51,0.413998,0.011626,0.016517,,0.400417,,0.703883
2004,51037,2223,3166,5438,12517.6,153.4,219.6,interp dec2000/dec2010,,,,,,,51,0.412507,0.0122547,0.0175433,,0.434428,,0.698543
2008,51037,2705,3372,6157,12222,54,54,acs5_2009,8058,9429,9375,,,37591,51,0.445121,0.00441826,0.00441826,0.656747,0.503764,0.659303,1
2012,51037,2503,3311,5898,12399,282,297,acs5_2014,8269,9582,9460,144,30,34820,51,0.430513,0.0227438,0.0239535,0.623467,0.475684,0.666909,0.949495
2016,51037,2155,3479,5808,12095,151,243,acs5_2018,8189,9496,9428,147,80,39212,51,0.382499,0.0124845,0.0200909,0.616037,0.480198,0.677057,0.621399
2020,51037,2317,3815,6191,11563,51,299,acs5_2022,7896,8983,8967,63,57,51548,51,0.377854,0.00441062,0.0258583,0.69042,0.535415,0.682868,0.170569
2024,51037,2008,3963,6006,11475,52,282,acs5_2023,7844,8890,8876,58,51,48892,51,0.336292,0.00453159,0.0245752,0.676656,0.523399,0.683573,0.184397
2000,51041,38638,69924,110951,259903,2068,7617,dec2000,,,,,,,51,0.355907,0.00795681,0.0293071,,0.426894,,0.271498
2004,51041,49346,83745,133814,282436,3748.8,13715.8,interp dec2000/dec2010,,,,,,,51,0.370769,0.0132731,0.0485625,,0.473785,,0.27332
2008,51041,74310,86413,162088,298009,4055,16364,acs5_2009,204199,217812,207038,,,71661,51,0.462348,0.013607,0.0549111,0.78289,0.543903,0.685211,0.2478
2012,51041,77694,90934,170988,324337,6538,24629,acs5_2014,208242,242883,230816,15841,8505,72514,51,0.460742,0.020158,0.0759364,0.740798,0.527192,0.642054,0.265459
2016,51041,81074,85045,176461,339447,5796,28910,acs5_2018,211628,257655,244915,18557,10449,80214,51,0.488048,0.0170748,0.0851679,0.720499,0.519848,0.623449,0.200484
2020,51041,106935,93326,203884,366019,7329,36094,acs5_2022,216335,279793,265766,23528,14170,95757,51,0.533978,0.0200236,0.0986124,0.767156,0.557031,0.591049,0.203053
2024,51041,112869,94030,209730,371610,8597,42400,acs5_2023,213334,283089,267288,27631,17023,98910,51,0.545527,0.0231345,0.114098,0.784659,0.564382,0.57408,0.202759
2000,51043,2166,2883,5284,12652,102,185,dec2000,,,,,,,51,0.428996,0.00806197,0.0146222,,0.417641,,0.551351
2004,51043,2699,3741,6505,13204.8,150.8,307,interp dec2000/dec2010,,,,,,,51,0.419099,0.0114201,0.0232491,,0.492624,,0.491205
2008,51043,3457,3840,7431,14359,372,506,acs5_2009,12668,11210,10929,,,68768,51,0.473756,0.0259071,0.0352392,0.679934,0.517515,0.882234,0.735178
2012,51043,3239,4296,7762,14273,82,545,acs5_2014,12517,11139,10857,331,271,75508,51,0.429861,0.00574511,0.038184,0.71493,0.543824,0.876971,0.150459
2016,51043,3051,4661,8213,14365,242,748,acs5_2018,12427,11342,11107,465,377,77936,51,0.395617,0.0168465,0.052071,0.739444,0.571737,0.865089,0.323529
2020,51043,3920,5192,9337,14882,283,985,acs5_2022,12544,12057,11843,660,557,107475,51,0.430202,0.0190163,0.0661873,0.788398,0.627402,0.842897,0.28731
2024,51043,3993,5641,9782,15060,410,1063,acs5_2023,12532,12201,11841,724,483,114185,51,0.41447,0.0272244,0.0705843,0.826113,0.649535,0.832138,0.385701
2000,51045,851,1580,2493,5091,5,17,dec2000,,,,,,,51,0.350062,0.000982125,0.00333923,,0.489688,,0.294118
2004,51045,901,1706,2621,5130.6,10.6,24.6,interp dec2000/dec2010,,,,,,,51,0.345608,0.00206604,0.00479476,,0.510856,,0.430894
2008,51045,877,1695,2621,5055,0,27,acs5_2009,4969,4133,4094,,,48845,51,0.34098,0,0.00534125,0.640205,0.518497,0.982987,0
2012,51045,830,1757,2667,5206,0,0,acs5_2014,5037,3979,3978,0,0,46658,51,0.320835,0,0,0.670437,0.512294,0.967537,
2016,51045,541,2140,2794,5113,0,2,acs5_2018,5092,4229,4229,0,0,55484,51,0.20179,0,0.00039116,0.660676,0.54645,0.995893,0
2020,51045,587,2536,3169,4898,0,46,acs5_2022,4638,3667,3667,45,45,66286,51,0.18796,0,0.00939159,0.864194,0.646999,0.946917,0
2024,51045,542,2562,3121,4881,0,38,acs5_2023,4648,3658,3658,38,38,67778,51,0.174613,0,0.00778529,0.853198,0.639418,0.952264,0
2000,51047,4364,7440,12244,34262,585,858,dec2000,,,,,,,51,0.369705,0.0170743,0.0250423,,0.357364,,0.681818
2004,51047,5476,10026,15605,39232.8,1085.4,2177.6,interp dec2000/dec2010,,,,,,,51,0.353245,0.0276656,0.0555046,,0.397754,,0.498439
2008,51047,8802,10711,19741,44923,1821,3278,acs5_2009,32943,33266,31449,,,64359,51,0.451084,0.040536,0.0729693,0.627715,0.439441,0.733321,0.555522
2012,51047,8285,11580,20211,47910,1712,4255,acs5_2014,34335,35706,33794,2645,1495,65235,51,0.417065,0.0357337,0.0888124,0.598065,0.421853,0.716656,0.40235
2016,51047,7759,13349,22218,50450,1997,5180,acs5_2018,35647,37745,35757,3148,1710,73116,51,0.367586,0.0395837,0.102676,0.621361,0.440396,0.706581,0.385521
2020,51047,10617,16012,27116,52822,1503,6546,acs5_2022,35908,39860,37707,3985,2156,92359,51,0.398701,0.0284541,0.123926,0.719124,0.513347,0.679793,0.229606
2024,51047,10557,17685,28553,53563,1788,7912,acs5_2023,35089,40158,37606,4815,2468,96098,51,0.373805,0.0333813,0.147714,0.759267,0.533073,0.655098,0.225986
2000,51049,1405,1974,3507,9017,91,150,dec2000,,,,,,,51,0.415803,0.010092,0.0166352,,0.388932,,0.606667
2004,51049,1721,2377,4126,9431,96.2,162.4,interp dec2000/dec2010,,,,,,,51,0.419961,0.0102004,0.0172198,,0.437493,,0.592365
2008,51049,2255,2418,4724,9536,0,202,acs5_2009,5861,7349,7174,,,38430,51,0.482559,0,0.0211829,0.658489,0.495386,0.614618,0
2012,51049,2422,2538,5048,9916,0,10,acs5_2014,6255,7766,7766,10,10,41484,51,0.488306,0,0.00100847,0.650013,0.509076,0.630799,0
2016,51049,2036,2697,4906,9786,14,27,acs5_2018,6193,7813,7813,17,17,46221,51,0.430171,0.00143062,0.00275904,0.627928,0.501328,0.632843,0.518519
2020,51049,2227,3019,5310,9697,32,114,acs5_2022,6181,7800,7775,48,48,56497,51,0.424514,0.00329999,0.0117562,0.682958,0.547592,0.637414,0.280702
2024,51049,2117,3335,5486,9745,16,172,acs5_2023,6235,7849,7819,64,64,57057,51,0.388298,0.00164187,0.0176501,0.701624,0.562955,0.639815,0.0930233
2000,51051,3951,3122,7226,16395,13,70,dec2000,,,,,,,51,0.558603,0.000792925,0.00426959,,0.440744,,0.185714
2004,51051,3761,3591,7406,16198.2,24.2,76.4,interp dec2000/dec2010,,,,,,,51,0.511561,0.00149399,0.00471657,,0.457211,,0.316754
2008,51051,3278,3324,6753,16099,35,59,acs5_2009,15687,12776,12757,,,28296,51,0.496516,0.00217405,0.00366482,0.529356,0.419467,0.974408,0.59322
2012,51051,2473,4274,6904,15612,32,114,acs5_2014,15323,12396,12294,62,30,33106,51,0.366533,0.00204971,0.00730208,0.561575,0.442224,0.981489,0.280702
2016,51051,1335,4932,6440,14960,73,133,acs5_2018,14612,12003,11959,115,99,29226,51,0.213021,0.00487968,0.00889037,0.538507,0.430481,0.976738,0.548872
2020,51051,1503,5748,7303,14089,148,148,acs5_2022,13715,11365,11346,110,104,40143,51,0.207282,0.0105046,0.0105046,0.643663,0.518348,0.973454,1
2024,51051,1316,5701,7047,13920,65,101,acs5_2023,13580,11234,11211,64,58,43831,51,0.187545,0.00466954,0.00725575,0.628579,0.50625,0.975575,0.643564
2000,51053,4001,4959,9136,24533,128,237,dec2000,,,,,,,51,0.44654,0.00521746,0.00966046,,0.372396,,0.540084
2004,51053,4569,6193,10839,25920.2,215.6,411.8,interp dec2000/dec2010,,,,,,,51,0.424549,0.00831784,0.0158872,,0.418168,,0.523555
2008,51053,6246,6526,12892,25787,296,402,acs5_2009,16685,19891,19593,,,51556,51,0.489039,0.0114787,0.0155893,0.65799,0.499942,0.647031,0.736318
2012,51053,6550,6875,13589,27993,518,754,acs5_2014,17583,22021,21648,481,226,52328,51,0.487896,0.0185046,0.0269353,0.627725,0.485443,0.628121,0.687003
2016,51053,5765,7447,13575,28308,498,956,acs5_2018,17498,22512,22075,613,300,55880,51,0.436346,0.0175922,0.0337714,0.614949,0.479546,0.618129,0.520921
2020,51053,6224,8695,15092,28057,366,1106,acs5_2022,17605,22344,21990,773,578,77225,51,0.417186,0.0130449,0.0394198,0.686312,0.537905,0.627473,0.330922
2024,51053,5942,9549,15589,28083,215,1170,acs5_2023,17511,22428,21982,837,512,83898,51,0.383578,0.00765588,0.0416622,0.709171,0.555105,0.623544,0.183761
2000,51057,1750,1995,3831,9989,31,72,dec2000,,,,,,,51,0.46729,0.00310341,0.00720793,,0.383522,,0.430556
2004,51057,2007,2304,4344,10453.8,83.4,182.8,interp dec2000/dec2010,,,,,,,51,0.465553,0.00797796,0.0174865,,0.415543,,0.456236
2008,51057,2934,2379,5364,10813,59,132,acs5_2009,6204,8506,8438,,,46678,51,0.55223,0.0054564,0.0122075,0.635696,0.49607,0.573754,0.44697
2012,51057,3016,2602,5675,11166,187,379,acs5_2014,6193,8846,8685,260,107,42143,51,0.536846,0.0167473,0.0339423,0.653425,0.508239,0.55463,0.493404
2016,51057,2542,2657,5408,11036,49,390,acs5_2018,6049,8779,8712,166,156,52681,51,0.48894,0.00444001,0.0353389,0.620753,0.490033,0.548115,0.125641
2020,51057,3038,3075,6178,10602,9,469,acs5_2022,5724,8753,8734,397,387,52335,51,0.496974,0.000848896,0.0442369,0.707351,0.58272,0.539898,0.0191898
2024,51057,2775,3245,6064,10604,33,461,acs5_2023,5705,8699,8594,319,288,56481,51,0.460963,0.00311203,0.0434742,0.705609,0.57186,0.538005,0.0715835
2000,51059,196501,202181,423331,969749,11925,106958,dec2000,,,,,,,51,0.492877,0.012297,0.110295,,0.436537,,0.111492
2004,51059,245671,211980,471925,1.01454e+06,14684.2,131568,interp dec2000/dec2010,,,,,,,51,0.536809,0.0144738,0.129682,,0.465162,,0.11161
2008,51059,310359,200994,527652,1.01275e+06,18846,141343,acs5_2009,591788,759472,631869,,,104259,51,0.606937,0.0186087,0.139563,0.835065,0.521009,0.584337,0.133335
2012,51059,315273,206773,540916,1.11707e+06,23319,178922,acs5_2014,594129,848202,701042,125351,61092,112102,51,0.603918,0.0208751,0.160171,0.771589,0.484227,0.531863,0.130331
2016,51059,355133,157710,563213,1.14353e+06,19926,185551,acs5_2018,585961,873026,729786,128726,70257,121133,51,0.692479,0.017425,0.162262,0.771751,0.492522,0.512415,0.107388
2020,51059,419943,168401,600823,1.14535e+06,21284,189282,acs5_2022,556076,880416,757945,132075,82622,145165,51,0.713771,0.0185829,0.165261,0.7927,0.524574,0.485506,0.112446
2024,51059,386438,181895,584387,1.14447e+06,22271,199153,acs5_2023,543842,879683,757184,138895,87273,150113,51,0.67995,0.0194596,0.174013,0.77179,0.510616,0.475189,0.111829
2000,51061,8296,14456,23481,55139,509,1114,dec2000,,,,,,,51,0.364627,0.00923122,0.0202035,,0.425851,,0.456912
2004,51061,10712,19011,29915,59164.6,1012.2,2339.6,interp dec2000/dec2010,,,,,,,51,0.360394,0.0171082,0.0395439,,0.505623,,0.432638
2008,51061,14616,19227,34219,66330,1524,3520,acs5_2009,54781,49121,47071,,,82872,51,0.431877,0.022976,0.053068,0.726966,0.51589,0.825886,0.432955
2012,51061,13965,21034,35555,66726,1554,4502,acs5_2014,54321,50441,48622,2798,1522,92078,51,0.399011,0.0232893,0.06747,0.731253,0.532851,0.81409,0.34518
2016,51061,12971,22127,37467,69115,1821,5498,acs5_2018,55571,52796,50622,3444,1768,97469,51,0.369565,0.0263474,0.0795486,0.740133,0.542097,0.804037,0.331211
2020,51061,17565,25106,43661,73290,2551,7224,acs5_2022,56848,56344,53834,4708,2816,122785,51,0.411638,0.0348069,0.0985673,0.81103,0.595729,0.775658,0.353128
2024,51061,17180,26825,44537,73935,3011,8624,acs5_2023,55960,56620,54135,5647,3706,129495,51,0.39041,0.040725,0.116643,0.822703,0.60238,0.756881,0.349142
2000,51063,1957,3423,5739,13874,97,187,dec2000,,,,,,,51,0.363755,0.00699149,0.0134784,,0.413651,,0.518717
2004,51063,2488,4162,6734,14436,175.8,277,interp dec2000/dec2010,,,,,,,51,0.374135,0.0121779,0.0191881,,0.466473,,0.634657
2008,51063,2937,4441,7516,14756,138,337,acs5_2009,13977,11536,11486,,,40539,51,0.398075,0.00935213,0.0228382,0.654362,0.509352,0.947208,0.409496
2012,51063,2732,4673,7644,15452,211,413,acs5_2014,14519,12238,12145,270,220,47543,51,0.36894,0.0136552,0.0267279,0.629395,0.494693,0.939619,0.510896
2016,51063,2300,5293,8051,15666,297,464,acs5_2018,14625,12530,12342,293,146,49729,51,0.302911,0.0189583,0.0296183,0.652325,0.513915,0.93355,0.640086
2020,51063,3004,6225,9408,15532,210,456,acs5_2022,14401,12723,12516,332,232,57146,51,0.325496,0.0135205,0.0293587,0.751678,0.605717,0.927183,0.460526
2024,51063,2968,6551,9625,15560,297,471,acs5_2023,14382,12675,12502,293,222,61401,51,0.311797,0.0190874,0.0302699,0.769877,0.618573,0.924293,0.630573
2000,51065,3431,4962,8706,20047,90,235,dec2000,,,,,,,51,0.408793,0.00448945,0.0117225,,0.434279,,0.382979
2004,51065,4415,6458,10957,22304.6,187.2,445,interp dec2000/dec2010,,,,,,,51,0.406052,0.00839289,0.019951,,0.491244,,0.420674
2008,51065,6185,6420,12735,25162,260,489,acs5_2009,19912,19414,19213,,,62163,51,0.490678,0.010333,0.0194341,0.662832,0.50612,0.791352,0.531697
2012,51065,5893,6678,12749,25945,272,813,acs5_2014,20451,20258,19860,532,356,64641,51,0.468777,0.0104837,0.0313355,0.641944,0.491386,0.788244,0.334563
2016,51065,5760,7025,13597,26282,555,880,acs5_2018,20631,20986,20503,602,406,74931,51,0.450528,0.0211171,0.033483,0.663171,0.51735,0.784986,0.630682
2020,51065,7414,8155,15840,27442,513,1147,acs5_2022,20879,22017,21845,765,747,90766,51,0.476203,0.018694,0.0417972,0.725109,0.577217,0.760841,0.447254
2024,51065,7731,8777,16678,27764,387,1212,acs5_2023,20953,22270,22084,803,771,91959,51,0.468318,0.0139389,0.0436537,0.755207,0.600706,0.754682,0.319307
2000,51067,7145,11225,22020,47286,299,573,dec2000,,,,,,,51,0.388949,0.00632322,0.0121178,,0.465677,,0.521815
2004,51067,8002,14048,25759,50835.2,581,913.4,interp dec2000/dec2010,,,,,,,51,0.362902,0.0114291,0.0179679,,0.506716,,0.636085
2008,51067,9618,15414,29828,51023,497,967,acs5_2009,44786,40367,39649,,,45578,51,0.384228,0.00974071,0.0189522,0.752301,0.584599,0.877761,0.513961
2012,51067,9090,16718,31067,56360,1111,1482,acs5_2014,49079,45088,44305,904,412,44827,51,0.352216,0.0197126,0.0262952,0.701208,0.551224,0.870813,0.749663
2016,51067,7257,18569,31041,56233,1075,1548,acs5_2018,48923,45353,44659,952,556,52639,51,0.280996,0.0191169,0.0275283,0.695067,0.552007,0.870005,0.694444
