KOEN,ALDER,IELAND,TID,INDHOLD
Women,"Age, total",Japan,2018,2
Women,"Age, total",Japan,2019,2
Women,"Age, total",Japan,2020,4
Women,"Age, total",Japan,2021,7
Women,"Age, total",Japan,2022,11
Women,"Age, total",Japan,2023,3
Women,"Age, total",Japan,2024,2
Women,"Age, total",Jordan,2008,16
Women,"Age, total",Jordan,2009,17
Women,"Age, total",Jordan,2010,24
Women,"Age, total",Jordan,2011,21
Women,"Age, total",Jordan,2012,30
Women,"Age, total",Jordan,2013,22
Women,"Age, total",Jordan,2014,31
Women,"Age, total",Jordan,2015,32
Women,"Age, total",Jordan,2016,27
Women,"Age, total",Jordan,2017,26
Women,"Age, total",Jordan,2018,29
Women,"Age, total",Jordan,2019,34
Women,"Age, total",Jordan,2020,45
Women,"Age, total",Jordan,2021,48
Women,"Age, total",Jordan,2022,59
Women,"Age, total",Jordan,2023,41
Women,"Age, total",Jordan,2024,56
Women,"Age, total",China,2008,40
Women,"Age, total",China,2009,164
Women,"Age, total",China,2010,61
Women,"Age, total",China,2011,55
Women,"Age, total",China,2012,52
Women,"Age, total",China,2013,80
Women,"Age, total",China,2014,59
Women,"Age, total",China,2015,85
Women,"Age, total",China,2016,69
Women,"Age, total",China,2017,74
Women,"Age, total",China,2018,77
Women,"Age, total",China,2019,86
Women,"Age, total",China,2020,91
Women,"Age, total",China,2021,107
Women,"Age, total",China,2022,123
Women,"Age, total",China,2023,110
Women,"Age, total",China,2024,95
Women,"Age, total",Kuwait,2008,15
Women,"Age, total",Kuwait,2009,27
Women,"Age, total",Kuwait,2010,25
Women,"Age, total",Kuwait,2011,28
Women,"Age, total",Kuwait,2012,34
Women,"Age, total",Kuwait,2013,35
Women,"Age, total",Kuwait,2014,43
Women,"Age, total",Kuwait,2015,34
Women,"Age, total",Kuwait,2016,36
Women,"Age, total",Kuwait,2017,36
Women,"Age, total",Kuwait,2018,45
Women,"Age, total",Kuwait,2019,55
Women,"Age, total",Kuwait,2020,71
Women,"Age, total",Kuwait,2021,81
Women,"Age, total",Kuwait,2022,87
Women,"Age, total",Kuwait,2023,78
Women,"Age, total",Kuwait,2024,85
Women,"Age, total",Lebanon,2008,135
Women,"Age, total",Lebanon,2009,162
Women,"Age, total",Lebanon,2010,176
Women,"Age, total",Lebanon,2011,219
Women,"Age, total",Lebanon,2012,268
Women,"Age, total",Lebanon,2013,305
Women,"Age, total",Lebanon,2014,307
Women,"Age, total",Lebanon,2015,354
Women,"Age, total",Lebanon,2016,362
Women,"Age, total",Lebanon,2017,366
Women,"Age, total",Lebanon,2018,416
Women,"Age, total",Lebanon,2019,465
Women,"Age, total",Lebanon,2020,666
Women,"Age, total",Lebanon,2021,690
Women,"Age, total",Lebanon,2022,629
Women,"Age, total",Lebanon,2023,609
Women,"Age, total",Lebanon,2024,667
Women,"Age, total",Myanmar,2008,3
Women,"Age, total",Myanmar,2009,0
Women,"Age, total",Myanmar,2010,2
Women,"Age, total",Myanmar,2011,5
Women,"Age, total",Myanmar,2012,8
Women,"Age, total",Myanmar,2013,6
Women,"Age, total",Myanmar,2014,12
Women,"Age, total",Myanmar,2015,9
Women,"Age, total",Myanmar,2016,11
Women,"Age, total",Myanmar,2017,6
Women,"Age, total",Myanmar,2018,11
Women,"Age, total",Myanmar,2019,12
Women,"Age, total",Myanmar,2020,17
Women,"Age, total",Myanmar,2021,19
Women,"Age, total",Myanmar,2022,15
Women,"Age, total",Myanmar,2023,11
Women,"Age, total",Myanmar,2024,12
Women,"Age, total",Pakistan,2008,140
Women,"Age, total",Pakistan,2009,162
Women,"Age, total",Pakistan,2010,170
Women,"Age, total",Pakistan,2011,194
Women,"Age, total",Pakistan,2012,197
Women,"Age, total",Pakistan,2013,199
Women,"Age, total",Pakistan,2014,234
Women,"Age, total",Pakistan,2015,236
Women,"Age, total",Pakistan,2016,204
Women,"Age, total",Pakistan,2017,226
Women,"Age, total",Pakistan,2018,235
Women,"Age, total",Pakistan,2019,278
Women,"Age, total",Pakistan,2020,330
Women,"Age, total",Pakistan,2021,343
Women,"Age, total",Pakistan,2022,377
Women,"Age, total",Pakistan,2023,324
Women,"Age, total",Pakistan,2024,354
Women,"Age, total",Sri Lanka,2008,43
Women,"Age, total",Sri Lanka,2009,38
Women,"Age, total",Sri Lanka,2010,47
Women,"Age, total",Sri Lanka,2011,53
Women,"Age, total",Sri Lanka,2012,64
Women,"Age, total",Sri Lanka,2013,56
Women,"Age, total",Sri Lanka,2014,69
Women,"Age, total",Sri Lanka,2015,76
Women,"Age, total",Sri Lanka,2016,81
Women,"Age, total",Sri Lanka,2017,74
Women,"Age, total",Sri Lanka,2018,86
Women,"Age, total",Sri Lanka,2019,87
Women,"Age, total",Sri Lanka,2020,99
Women,"Age, total",Sri Lanka,2021,89
Women,"Age, total",Sri Lanka,2022,97
Women,"Age, total",Sri Lanka,2023,75
Women,"Age, total",Sri Lanka,2024,103
Women,"Age, total",Syria,2008,21
Women,"Age, total",Syria,2009,22
Women,"Age, total",Syria,2010,39
Women,"Age, total",Syria,2011,31
Women,"Age, total",Syria,2012,43
Women,"Age, total",Syria,2013,42
Women,"Age, total",Syria,2014,74
Women,"Age, total",Syria,2015,95
Women,"Age, total",Syria,2016,110
Women,"Age, total",Syria,2017,133
Women,"Age, total",Syria,2018,195
Women,"Age, total",Syria,2019,240
Women,"Age, total",Syria,2020,295
Women,"Age, total",Syria,2021,343
Women,"Age, total",Syria,2022,344
Women,"Age, total",Syria,2023,384
Women,"Age, total",Syria,2024,370
Women,"Age, total",Thailand,2008,67
Women,"Age, total",Thailand,2009,101
Women,"Age, total",Thailand,2010,84
Women,"Age, total",Thailand,2011,130
Women,"Age, total",Thailand,2012,114
Women,"Age, total",Thailand,2013,105
Women,"Age, total",Thailand,2014,124
Women,"Age, total",Thailand,2015,144
Women,"Age, total",Thailand,2016,144
Women,"Age, total",Thailand,2017,138
Women,"Age, total",Thailand,2018,153
Women,"Age, total",Thailand,2019,181
Women,"Age, total",Thailand,2020,161
Women,"Age, total",Thailand,2021,185
Women,"Age, total",Thailand,2022,163
Women,"Age, total",Thailand,2023,185
Women,"Age, total",Thailand,2024,176
Women,"Age, total",Vietnam,2008,107
Women,"Age, total",Vietnam,2009,125
Women,"Age, total",Vietnam,2010,128
Women,"Age, total",Vietnam,2011,130
Women,"Age, total",Vietnam,2012,141
Women,"Age, total",Vietnam,2013,110
Women,"Age, total",Vietnam,2014,135
Women,"Age, total",Vietnam,2015,114
Women,"Age, total",Vietnam,2016,132
Women,"Age, total",Vietnam,2017,127
Women,"Age, total",Vietnam,2018,108
Women,"Age, total",Vietnam,2019,138
Women,"Age, total",Vietnam,2020,138
Women,"Age, total",Vietnam,2021,120
Women,"Age, total",Vietnam,2022,143
Women,"Age, total",Vietnam,2023,151
Women,"Age, total",Vietnam,2024,140
Women,"Age, total",Australia,2008,5
Women,"Age, total",Australia,2009,2
Women,"Age, total",Australia,2010,4
Women,"Age, total",Australia,2011,4
Women,"Age, total",Australia,2012,8
Women,"Age, total",Australia,2013,9
Women,"Age, total",Australia,2014,8
Women,"Age, total",Australia,2015,8
Women,"Age, total",Australia,2016,10
Women,"Age, total",Australia,2017,8
Women,"Age, total",Australia,2018,3
Women,"Age, total",Australia,2019,7
Women,"Age, total",Australia,2020,7
Women,"Age, total",Australia,2021,6
Women,"Age, total",Australia,2022,8
Women,"Age, total",Australia,2023,15
Women,"Age, total",Australia,2024,16
Women,"Age, total","Other countries, total",2008,168
Women,"Age, total","Other countries, total",2009,227
Women,"Age, total","Other countries, total",2010,200
Women,"Age, total","Other countries, total",2011,227
Women,"Age, total","Other countries, total",2012,263
Women,"Age, total","Other countries, total",2013,265
Women,"Age, total","Other countries, total",2014,306
Women,"Age, total","Other countries, total",2015,316
Women,"Age, total","Other countries, total",2016,332
Women,"Age, total","Other countries, total",2017,352
Women,"Age, total","Other countries, total",2018,360
Women,"Age, total","Other countries, total",2019,413
Women,"Age, total","Other countries, total",2020,487
Women,"Age, total","Other countries, total",2021,575
Women,"Age, total","Other countries, total",2022,562
Women,"Age, total","Other countries, total",2023,609
Women,"Age, total","Other countries, total",2024,633
Women,"Age, total","Other countries, western",2008,14
Women,"Age, total","Other countries, western",2009,21
Women,"Age, total","Other countries, western",2010,17
Women,"Age, total","Other countries, western",2011,14
Women,"Age, total","Other countries, western",2012,23
Women,"Age, total","Other countries, western",2013,21
Women,"Age, total","Other countries, western",2014,24
Women,"Age, total","Other countries, western",2015,26
Women,"Age, total","Other countries, western",2016,29
Women,"Age, total","Other countries, western",2017,41
Women,"Age, total","Other countries, western",2018,29
Women,"Age, total","Other countries, western",2019,41
Women,"Age, total","Other countries, western",2020,36
Women,"Age, total","Other countries, western",2021,51
Women,"Age, total","Other countries, western",2022,49
Women,"Age, total","Other countries, western",2023,44
Women,"Age, total","Other countries, western",2024,48
Women,"Age, total","Other countries, non-western",2008,154
Women,"Age, total","Other countries, non-western",2009,205
Women,"Age, total","Other countries, non-western",2010,183
Women,"Age, total","Other countries, non-western",2011,213
Women,"Age, total","Other countries, non-western",2012,240
Women,"Age, total","Other countries, non-western",2013,244
Women,"Age, total","Other countries, non-western",2014,282
Women,"Age, total","Other countries, non-western",2015,290
Women,"Age, total","Other countries, non-western",2016,303
Women,"Age, total","Other countries, non-western",2017,311
Women,"Age, total","Other countries, non-western",2018,331
Women,"Age, total","Other countries, non-western",2019,372
Women,"Age, total","Other countries, non-western",2020,451
Women,"Age, total","Other countries, non-western",2021,524
Women,"Age, total","Other countries, non-western",2022,513
Women,"Age, total","Other countries, non-western",2023,565
Women,"Age, total","Other countries, non-western",2024,585
Women,15-29 years,Total,2008,7481
Women,15-29 years,Total,2009,8163
Women,15-29 years,Total,2010,8167
Women,15-29 years,Total,2011,8585
Women,15-29 years,Total,2012,8899
Women,15-29 years,Total,2013,9174
Women,15-29 years,Total,2014,9315
Women,15-29 years,Total,2015,9165
Women,15-29 years,Total,2016,8836
Women,15-29 years,Total,2017,8175
Women,15-29 years,Total,2018,8630
Women,15-29 years,Total,2019,9690
Women,15-29 years,Total,2020,11743
Women,15-29 years,Total,2021,12337
Women,15-29 years,Total,2022,10585
Women,15-29 years,Total,2023,9996
Women,15-29 years,Total,2024,9339
Women,15-29 years,Denmark,2008,6372
Women,15-29 years,Denmark,2009,6724
Women,15-29 years,Denmark,2010,6693
Women,15-29 years,Denmark,2011,7072
Women,15-29 years,Denmark,2012,7286
Women,15-29 years,Denmark,2013,7482
Women,15-29 years,Denmark,2014,7470
Women,15-29 years,Denmark,2015,7241
Women,15-29 years,Denmark,2016,7025
Women,15-29 years,Denmark,2017,6353
Women,15-29 years,Denmark,2018,6620
Women,15-29 years,Denmark,2019,7394
Women,15-29 years,Denmark,2020,8814
Women,15-29 years,Denmark,2021,9078
Women,15-29 years,Denmark,2022,7760
Women,15-29 years,Denmark,2023,7191
Women,15-29 years,Denmark,2024,6625
Women,15-29 years,Belgium,2008,0
Women,15-29 years,Belgium,2009,1
Women,15-29 years,Belgium,2010,0
Women,15-29 years,Belgium,2011,0
Women,15-29 years,Belgium,2012,1
Women,15-29 years,Belgium,2013,1
Women,15-29 years,Belgium,2014,1
Women,15-29 years,Belgium,2015,1
Women,15-29 years,Belgium,2016,1
Women,15-29 years,Belgium,2017,1
Women,15-29 years,Belgium,2018,0
Women,15-29 years,Belgium,2019,2
Women,15-29 years,Belgium,2020,1
Women,15-29 years,Belgium,2021,2
Women,15-29 years,Belgium,2022,1
Women,15-29 years,Belgium,2023,0
Women,15-29 years,Belgium,2024,3
Women,15-29 years,Bosnia and Herzegovina,2008,48
Women,15-29 years,Bosnia and Herzegovina,2009,48
Women,15-29 years,Bosnia and Herzegovina,2010,74
Women,15-29 years,Bosnia and Herzegovina,2011,59
Women,15-29 years,Bosnia and Herzegovina,2012,73
Women,15-29 years,Bosnia and Herzegovina,2013,80
Women,15-29 years,Bosnia and Herzegovina,2014,84
Women,15-29 years,Bosnia and Herzegovina,2015,73
Women,15-29 years,Bosnia and Herzegovina,2016,77
Women,15-29 years,Bosnia and Herzegovina,2017,68
Women,15-29 years,Bosnia and Herzegovina,2018,66
Women,15-29 years,Bosnia and Herzegovina,2019,64
Women,15-29 years,Bosnia and Herzegovina,2020,76
Women,15-29 years,Bosnia and Herzegovina,2021,90
Women,15-29 years,Bosnia and Herzegovina,2022,81
Women,15-29 years,Bosnia and Herzegovina,2023,68
Women,15-29 years,Bosnia and Herzegovina,2024,57
Women,15-29 years,Bulgaria,2008,5
Women,15-29 years,Bulgaria,2009,5
Women,15-29 years,Bulgaria,2010,10
Women,15-29 years,Bulgaria,2011,17
Women,15-29 years,Bulgaria,2012,19
Women,15-29 years,Bulgaria,2013,16
Women,15-29 years,Bulgaria,2014,15
Women,15-29 years,Bulgaria,2015,22
Women,15-29 years,Bulgaria,2016,14
Women,15-29 years,Bulgaria,2017,15
Women,15-29 years,Bulgaria,2018,19
Women,15-29 years,Bulgaria,2019,17
Women,15-29 years,Bulgaria,2020,23
Women,15-29 years,Bulgaria,2021,28
Women,15-29 years,Bulgaria,2022,14
Women,15-29 years,Bulgaria,2023,25
Women,15-29 years,Bulgaria,2024,25
Women,15-29 years,Estonia,2008,4
Women,15-29 years,Estonia,2009,7
Women,15-29 years,Estonia,2010,4
Women,15-29 years,Estonia,2011,6
Women,15-29 years,Estonia,2012,3
Women,15-29 years,Estonia,2013,2
Women,15-29 years,Estonia,2014,4
Women,15-29 years,Estonia,2015,2
Women,15-29 years,Estonia,2016,3
Women,15-29 years,Estonia,2017,4
Women,15-29 years,Estonia,2018,1
Women,15-29 years,Estonia,2019,2
Women,15-29 years,Estonia,2020,3
Women,15-29 years,Estonia,2021,3
Women,15-29 years,Estonia,2022,3
Women,15-29 years,Estonia,2023,2
Women,15-29 years,Estonia,2024,4
Women,15-29 years,Finland,2008,0
Women,15-29 years,Finland,2009,1
Women,15-29 years,Finland,2010,2
Women,15-29 years,Finland,2011,3
Women,15-29 years,Finland,2012,1
Women,15-29 years,Finland,2013,3
Women,15-29 years,Finland,2014,1
Women,15-29 years,Finland,2015,1
Women,15-29 years,Finland,2016,0
Women,15-29 years,Finland,2017,1
Women,15-29 years,Finland,2018,1
Women,15-29 years,Finland,2019,2
Women,15-29 years,Finland,2020,0
Women,15-29 years,Finland,2021,4
Women,15-29 years,Finland,2022,0
Women,15-29 years,Finland,2023,6
Women,15-29 years,Finland,2024,2
Women,15-29 years,France,2008,2
Women,15-29 years,France,2009,5
Women,15-29 years,France,2010,3
Women,15-29 years,France,2011,5
Women,15-29 years,France,2012,5
Women,15-29 years,France,2013,7
Women,15-29 years,France,2014,2
Women,15-29 years,France,2015,4
Women,15-29 years,France,2016,4
Women,15-29 years,France,2017,5
Women,15-29 years,France,2018,4
Women,15-29 years,France,2019,5
Women,15-29 years,France,2020,10
Women,15-29 years,France,2021,17
Women,15-29 years,France,2022,14
Women,15-29 years,France,2023,13
Women,15-29 years,France,2024,12
Women,15-29 years,Greece,2008,2
Women,15-29 years,Greece,2009,1
Women,15-29 years,Greece,2010,1
Women,15-29 years,Greece,2011,3
Women,15-29 years,Greece,2012,0
Women,15-29 years,Greece,2013,0
Women,15-29 years,Greece,2014,1
Women,15-29 years,Greece,2015,0
Women,15-29 years,Greece,2016,2
Women,15-29 years,Greece,2017,1
Women,15-29 years,Greece,2018,4
Women,15-29 years,Greece,2019,2
Women,15-29 years,Greece,2020,2
Women,15-29 years,Greece,2021,6
Women,15-29 years,Greece,2022,3
Women,15-29 years,Greece,2023,4
Women,15-29 years,Greece,2024,3
Women,15-29 years,Ireland,2008,0
Women,15-29 years,Ireland,2009,1
Women,15-29 years,Ireland,2010,2
Women,15-29 years,Ireland,2011,1
Women,15-29 years,Ireland,2012,2
Women,15-29 years,Ireland,2013,1
Women,15-29 years,Ireland,2014,1
Women,15-29 years,Ireland,2015,1
Women,15-29 years,Ireland,2016,1
Women,15-29 years,Ireland,2017,1
Women,15-29 years,Ireland,2018,0
Women,15-29 years,Ireland,2019,0
Women,15-29 years,Ireland,2020,2
Women,15-29 years,Ireland,2021,2
Women,15-29 years,Ireland,2022,4
Women,15-29 years,Ireland,2023,1
Women,15-29 years,Ireland,2024,4
Women,15-29 years,Iceland,2008,14
Women,15-29 years,Iceland,2009,20
Women,15-29 years,Iceland,2010,16
Women,15-29 years,Iceland,2011,10
Women,15-29 years,Iceland,2012,14
Women,15-29 years,Iceland,2013,15
Women,15-29 years,Iceland,2014,12
Women,15-29 years,Iceland,2015,14
Women,15-29 years,Iceland,2016,16
Women,15-29 years,Iceland,2017,13
Women,15-29 years,Iceland,2018,25
Women,15-29 years,Iceland,2019,25
Women,15-29 years,Iceland,2020,28
Women,15-29 years,Iceland,2021,23
Women,15-29 years,Iceland,2022,23
Women,15-29 years,Iceland,2023,20
Women,15-29 years,Iceland,2024,24
Women,15-29 years,Italy,2008,2
Women,15-29 years,Italy,2009,3
Women,15-29 years,Italy,2010,3
Women,15-29 years,Italy,2011,6
Women,15-29 years,Italy,2012,2
Women,15-29 years,Italy,2013,4
Women,15-29 years,Italy,2014,10
Women,15-29 years,Italy,2015,5
Women,15-29 years,Italy,2016,6
Women,15-29 years,Italy,2017,4
Women,15-29 years,Italy,2018,8
Women,15-29 years,Italy,2019,10
Women,15-29 years,Italy,2020,9
Women,15-29 years,Italy,2021,22
Women,15-29 years,Italy,2022,18
Women,15-29 years,Italy,2023,18
Women,15-29 years,Italy,2024,17
Women,15-29 years,Yugoslavia,2008,65
Women,15-29 years,Yugoslavia,2009,83
Women,15-29 years,Yugoslavia,2010,104
Women,15-29 years,Yugoslavia,2011,100
Women,15-29 years,Yugoslavia,2012,98
Women,15-29 years,Yugoslavia,2013,90
Women,15-29 years,Yugoslavia,2014,83
Women,15-29 years,Yugoslavia,2015,97
Women,15-29 years,Yugoslavia,2016,77
Women,15-29 years,Yugoslavia,2017,81
Women,15-29 years,Yugoslavia,2018,74
Women,15-29 years,Yugoslavia,2019,75
Women,15-29 years,Yugoslavia,2020,77
Women,15-29 years,Yugoslavia,2021,83
Women,15-29 years,Yugoslavia,2022,82
Women,15-29 years,Yugoslavia,2023,55
Women,15-29 years,Yugoslavia,2024,59
Women,15-29 years,"Yugoslavia, Federal Republic",2008,7
Women,15-29 years,"Yugoslavia, Federal Republic",2009,10
Women,15-29 years,"Yugoslavia, Federal Republic",2010,10
Women,15-29 years,"Yugoslavia, Federal Republic",2011,5
Women,15-29 years,"Yugoslavia, Federal Republic",2012,12
Women,15-29 years,"Yugoslavia, Federal Republic",2013,11
Women,15-29 years,"Yugoslavia, Federal Republic",2014,12
Women,15-29 years,"Yugoslavia, Federal Republic",2015,10
Women,15-29 years,"Yugoslavia, Federal Republic",2016,11
Women,15-29 years,"Yugoslavia, Federal Republic",2017,15
Women,15-29 years,"Yugoslavia, Federal Republic",2018,13
Women,15-29 years,"Yugoslavia, Federal Republic",2019,6
Women,15-29 years,"Yugoslavia, Federal Republic",2020,9
Women,15-29 years,"Yugoslavia, Federal Republic",2021,16
Women,15-29 years,"Yugoslavia, Federal Republic",2022,17
Women,15-29 years,"Yugoslavia, Federal Republic",2023,11
Women,15-29 years,"Yugoslavia, Federal Republic",2024,9
Women,15-29 years,Croatia,2008,0
Women,15-29 years,Croatia,2009,3
Women,15-29 years,Croatia,2010,4
Women,15-29 years,Croatia,2011,1
Women,15-29 years,Croatia,2012,2
Women,15-29 years,Croatia,2013,1
Women,15-29 years,Croatia,2014,8
Women,15-29 years,Croatia,2015,7
Women,15-29 years,Croatia,2016,10
Women,15-29 years,Croatia,2017,3
Women,15-29 years,Croatia,2018,5
Women,15-29 years,Croatia,2019,8
Women,15-29 years,Croatia,2020,10
Women,15-29 years,Croatia,2021,14
Women,15-29 years,Croatia,2022,11
Women,15-29 years,Croatia,2023,9
Women,15-29 years,Croatia,2024,10
Women,15-29 years,Latvia,2008,7
Women,15-29 years,Latvia,2009,6
Women,15-29 years,Latvia,2010,9
