OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Women,66 years,Immigrants from non-western countries,2018Q1,986
All Denmark,Women,66 years,Immigrants from non-western countries,2019Q1,1180
All Denmark,Women,66 years,Immigrants from non-western countries,2020Q1,1295
All Denmark,Women,66 years,Immigrants from non-western countries,2021Q1,1391
All Denmark,Women,66 years,Descendants from western countries,2010Q1,39
All Denmark,Women,66 years,Descendants from western countries,2011Q1,30
All Denmark,Women,66 years,Descendants from western countries,2012Q1,35
All Denmark,Women,66 years,Descendants from western countries,2013Q1,29
All Denmark,Women,66 years,Descendants from western countries,2014Q1,26
All Denmark,Women,66 years,Descendants from western countries,2015Q1,33
All Denmark,Women,66 years,Descendants from western countries,2016Q1,26
All Denmark,Women,66 years,Descendants from western countries,2017Q1,39
All Denmark,Women,66 years,Descendants from western countries,2018Q1,36
All Denmark,Women,66 years,Descendants from western countries,2019Q1,38
All Denmark,Women,66 years,Descendants from western countries,2020Q1,45
All Denmark,Women,66 years,Descendants from western countries,2021Q1,57
All Denmark,Women,66 years,Descendants from non-western countries,2010Q1,4
All Denmark,Women,66 years,Descendants from non-western countries,2011Q1,1
All Denmark,Women,66 years,Descendants from non-western countries,2012Q1,5
All Denmark,Women,66 years,Descendants from non-western countries,2013Q1,3
All Denmark,Women,66 years,Descendants from non-western countries,2014Q1,3
All Denmark,Women,66 years,Descendants from non-western countries,2015Q1,1
All Denmark,Women,66 years,Descendants from non-western countries,2016Q1,1
All Denmark,Women,66 years,Descendants from non-western countries,2017Q1,5
All Denmark,Women,66 years,Descendants from non-western countries,2018Q1,2
All Denmark,Women,66 years,Descendants from non-western countries,2019Q1,7
All Denmark,Women,66 years,Descendants from non-western countries,2020Q1,3
All Denmark,Women,66 years,Descendants from non-western countries,2021Q1,8
All Denmark,Women,67 years,Persons of Danish origin,2010Q1,29269
All Denmark,Women,67 years,Persons of Danish origin,2011Q1,31120
All Denmark,Women,67 years,Persons of Danish origin,2012Q1,33497
All Denmark,Women,67 years,Persons of Danish origin,2013Q1,35039
All Denmark,Women,67 years,Persons of Danish origin,2014Q1,36291
All Denmark,Women,67 years,Persons of Danish origin,2015Q1,35163
All Denmark,Women,67 years,Persons of Danish origin,2016Q1,32880
All Denmark,Women,67 years,Persons of Danish origin,2017Q1,31126
All Denmark,Women,67 years,Persons of Danish origin,2018Q1,31271
All Denmark,Women,67 years,Persons of Danish origin,2019Q1,29890
All Denmark,Women,67 years,Persons of Danish origin,2020Q1,30308
All Denmark,Women,67 years,Persons of Danish origin,2021Q1,30805
All Denmark,Women,67 years,Immigrants from western countries,2010Q1,821
All Denmark,Women,67 years,Immigrants from western countries,2011Q1,887
All Denmark,Women,67 years,Immigrants from western countries,2012Q1,1007
All Denmark,Women,67 years,Immigrants from western countries,2013Q1,884
All Denmark,Women,67 years,Immigrants from western countries,2014Q1,955
All Denmark,Women,67 years,Immigrants from western countries,2015Q1,996
All Denmark,Women,67 years,Immigrants from western countries,2016Q1,983
All Denmark,Women,67 years,Immigrants from western countries,2017Q1,1064
All Denmark,Women,67 years,Immigrants from western countries,2018Q1,997
All Denmark,Women,67 years,Immigrants from western countries,2019Q1,1021
All Denmark,Women,67 years,Immigrants from western countries,2020Q1,1013
All Denmark,Women,67 years,Immigrants from western countries,2021Q1,990
All Denmark,Women,67 years,Immigrants from non-western countries,2010Q1,501
All Denmark,Women,67 years,Immigrants from non-western countries,2011Q1,562
All Denmark,Women,67 years,Immigrants from non-western countries,2012Q1,528
All Denmark,Women,67 years,Immigrants from non-western countries,2013Q1,617
All Denmark,Women,67 years,Immigrants from non-western countries,2014Q1,641
All Denmark,Women,67 years,Immigrants from non-western countries,2015Q1,732
All Denmark,Women,67 years,Immigrants from non-western countries,2016Q1,850
All Denmark,Women,67 years,Immigrants from non-western countries,2017Q1,952
All Denmark,Women,67 years,Immigrants from non-western countries,2018Q1,1023
All Denmark,Women,67 years,Immigrants from non-western countries,2019Q1,974
All Denmark,Women,67 years,Immigrants from non-western countries,2020Q1,1173
All Denmark,Women,67 years,Immigrants from non-western countries,2021Q1,1282
All Denmark,Women,67 years,Descendants from western countries,2010Q1,18
All Denmark,Women,67 years,Descendants from western countries,2011Q1,39
All Denmark,Women,67 years,Descendants from western countries,2012Q1,29
All Denmark,Women,67 years,Descendants from western countries,2013Q1,36
All Denmark,Women,67 years,Descendants from western countries,2014Q1,30
All Denmark,Women,67 years,Descendants from western countries,2015Q1,29
All Denmark,Women,67 years,Descendants from western countries,2016Q1,35
All Denmark,Women,67 years,Descendants from western countries,2017Q1,28
All Denmark,Women,67 years,Descendants from western countries,2018Q1,36
All Denmark,Women,67 years,Descendants from western countries,2019Q1,37
All Denmark,Women,67 years,Descendants from western countries,2020Q1,38
All Denmark,Women,67 years,Descendants from western countries,2021Q1,45
All Denmark,Women,67 years,Descendants from non-western countries,2010Q1,0
All Denmark,Women,67 years,Descendants from non-western countries,2011Q1,4
All Denmark,Women,67 years,Descendants from non-western countries,2012Q1,1
All Denmark,Women,67 years,Descendants from non-western countries,2013Q1,5
All Denmark,Women,67 years,Descendants from non-western countries,2014Q1,3
All Denmark,Women,67 years,Descendants from non-western countries,2015Q1,3
All Denmark,Women,67 years,Descendants from non-western countries,2016Q1,1
All Denmark,Women,67 years,Descendants from non-western countries,2017Q1,1
All Denmark,Women,67 years,Descendants from non-western countries,2018Q1,5
All Denmark,Women,67 years,Descendants from non-western countries,2019Q1,2
All Denmark,Women,67 years,Descendants from non-western countries,2020Q1,6
All Denmark,Women,67 years,Descendants from non-western countries,2021Q1,3
All Denmark,Women,68 years,Persons of Danish origin,2010Q1,25853
All Denmark,Women,68 years,Persons of Danish origin,2011Q1,28923
All Denmark,Women,68 years,Persons of Danish origin,2012Q1,30770
All Denmark,Women,68 years,Persons of Danish origin,2013Q1,33116
All Denmark,Women,68 years,Persons of Danish origin,2014Q1,34691
All Denmark,Women,68 years,Persons of Danish origin,2015Q1,35843
All Denmark,Women,68 years,Persons of Danish origin,2016Q1,34818
All Denmark,Women,68 years,Persons of Danish origin,2017Q1,32512
All Denmark,Women,68 years,Persons of Danish origin,2018Q1,30827
All Denmark,Women,68 years,Persons of Danish origin,2019Q1,30947
All Denmark,Women,68 years,Persons of Danish origin,2020Q1,29551
All Denmark,Women,68 years,Persons of Danish origin,2021Q1,30002
All Denmark,Women,68 years,Immigrants from western countries,2010Q1,810
All Denmark,Women,68 years,Immigrants from western countries,2011Q1,810
All Denmark,Women,68 years,Immigrants from western countries,2012Q1,883
All Denmark,Women,68 years,Immigrants from western countries,2013Q1,1002
All Denmark,Women,68 years,Immigrants from western countries,2014Q1,876
All Denmark,Women,68 years,Immigrants from western countries,2015Q1,943
All Denmark,Women,68 years,Immigrants from western countries,2016Q1,996
All Denmark,Women,68 years,Immigrants from western countries,2017Q1,973
All Denmark,Women,68 years,Immigrants from western countries,2018Q1,1056
All Denmark,Women,68 years,Immigrants from western countries,2019Q1,980
All Denmark,Women,68 years,Immigrants from western countries,2020Q1,995
All Denmark,Women,68 years,Immigrants from western countries,2021Q1,1014
All Denmark,Women,68 years,Immigrants from non-western countries,2010Q1,484
All Denmark,Women,68 years,Immigrants from non-western countries,2011Q1,486
All Denmark,Women,68 years,Immigrants from non-western countries,2012Q1,544
All Denmark,Women,68 years,Immigrants from non-western countries,2013Q1,516
All Denmark,Women,68 years,Immigrants from non-western countries,2014Q1,617
All Denmark,Women,68 years,Immigrants from non-western countries,2015Q1,637
All Denmark,Women,68 years,Immigrants from non-western countries,2016Q1,725
All Denmark,Women,68 years,Immigrants from non-western countries,2017Q1,842
All Denmark,Women,68 years,Immigrants from non-western countries,2018Q1,936
All Denmark,Women,68 years,Immigrants from non-western countries,2019Q1,1014
All Denmark,Women,68 years,Immigrants from non-western countries,2020Q1,964
All Denmark,Women,68 years,Immigrants from non-western countries,2021Q1,1167
All Denmark,Women,68 years,Descendants from western countries,2010Q1,26
All Denmark,Women,68 years,Descendants from western countries,2011Q1,18
All Denmark,Women,68 years,Descendants from western countries,2012Q1,38
All Denmark,Women,68 years,Descendants from western countries,2013Q1,30
All Denmark,Women,68 years,Descendants from western countries,2014Q1,37
All Denmark,Women,68 years,Descendants from western countries,2015Q1,32
All Denmark,Women,68 years,Descendants from western countries,2016Q1,32
All Denmark,Women,68 years,Descendants from western countries,2017Q1,35
All Denmark,Women,68 years,Descendants from western countries,2018Q1,27
All Denmark,Women,68 years,Descendants from western countries,2019Q1,35
All Denmark,Women,68 years,Descendants from western countries,2020Q1,33
All Denmark,Women,68 years,Descendants from western countries,2021Q1,37
All Denmark,Women,68 years,Descendants from non-western countries,2010Q1,1
All Denmark,Women,68 years,Descendants from non-western countries,2011Q1,0
All Denmark,Women,68 years,Descendants from non-western countries,2012Q1,3
All Denmark,Women,68 years,Descendants from non-western countries,2013Q1,1
All Denmark,Women,68 years,Descendants from non-western countries,2014Q1,6
All Denmark,Women,68 years,Descendants from non-western countries,2015Q1,3
All Denmark,Women,68 years,Descendants from non-western countries,2016Q1,3
All Denmark,Women,68 years,Descendants from non-western countries,2017Q1,2
All Denmark,Women,68 years,Descendants from non-western countries,2018Q1,1
All Denmark,Women,68 years,Descendants from non-western countries,2019Q1,4
All Denmark,Women,68 years,Descendants from non-western countries,2020Q1,3
All Denmark,Women,68 years,Descendants from non-western countries,2021Q1,6
All Denmark,Women,69 years,Persons of Danish origin,2010Q1,24939
All Denmark,Women,69 years,Persons of Danish origin,2011Q1,25506
All Denmark,Women,69 years,Persons of Danish origin,2012Q1,28577
All Denmark,Women,69 years,Persons of Danish origin,2013Q1,30403
All Denmark,Women,69 years,Persons of Danish origin,2014Q1,32708
All Denmark,Women,69 years,Persons of Danish origin,2015Q1,34305
All Denmark,Women,69 years,Persons of Danish origin,2016Q1,35441
All Denmark,Women,69 years,Persons of Danish origin,2017Q1,34440
All Denmark,Women,69 years,Persons of Danish origin,2018Q1,32163
All Denmark,Women,69 years,Persons of Danish origin,2019Q1,30480
All Denmark,Women,69 years,Persons of Danish origin,2020Q1,30620
All Denmark,Women,69 years,Persons of Danish origin,2021Q1,29241
All Denmark,Women,69 years,Immigrants from western countries,2010Q1,762
All Denmark,Women,69 years,Immigrants from western countries,2011Q1,796
All Denmark,Women,69 years,Immigrants from western countries,2012Q1,801
All Denmark,Women,69 years,Immigrants from western countries,2013Q1,862
All Denmark,Women,69 years,Immigrants from western countries,2014Q1,985
All Denmark,Women,69 years,Immigrants from western countries,2015Q1,868
All Denmark,Women,69 years,Immigrants from western countries,2016Q1,930
All Denmark,Women,69 years,Immigrants from western countries,2017Q1,989
All Denmark,Women,69 years,Immigrants from western countries,2018Q1,963
All Denmark,Women,69 years,Immigrants from western countries,2019Q1,1041
All Denmark,Women,69 years,Immigrants from western countries,2020Q1,967
All Denmark,Women,69 years,Immigrants from western countries,2021Q1,980
All Denmark,Women,69 years,Immigrants from non-western countries,2010Q1,507
All Denmark,Women,69 years,Immigrants from non-western countries,2011Q1,475
All Denmark,Women,69 years,Immigrants from non-western countries,2012Q1,471
All Denmark,Women,69 years,Immigrants from non-western countries,2013Q1,537
All Denmark,Women,69 years,Immigrants from non-western countries,2014Q1,510
All Denmark,Women,69 years,Immigrants from non-western countries,2015Q1,609
All Denmark,Women,69 years,Immigrants from non-western countries,2016Q1,633
All Denmark,Women,69 years,Immigrants from non-western countries,2017Q1,717
All Denmark,Women,69 years,Immigrants from non-western countries,2018Q1,840
All Denmark,Women,69 years,Immigrants from non-western countries,2019Q1,927
All Denmark,Women,69 years,Immigrants from non-western countries,2020Q1,1005
All Denmark,Women,69 years,Immigrants from non-western countries,2021Q1,949
All Denmark,Women,69 years,Descendants from western countries,2010Q1,18
All Denmark,Women,69 years,Descendants from western countries,2011Q1,27
All Denmark,Women,69 years,Descendants from western countries,2012Q1,17
All Denmark,Women,69 years,Descendants from western countries,2013Q1,40
All Denmark,Women,69 years,Descendants from western countries,2014Q1,34
All Denmark,Women,69 years,Descendants from western countries,2015Q1,37
All Denmark,Women,69 years,Descendants from western countries,2016Q1,34
All Denmark,Women,69 years,Descendants from western countries,2017Q1,30
All Denmark,Women,69 years,Descendants from western countries,2018Q1,36
All Denmark,Women,69 years,Descendants from western countries,2019Q1,29
All Denmark,Women,69 years,Descendants from western countries,2020Q1,35
All Denmark,Women,69 years,Descendants from western countries,2021Q1,31
All Denmark,Women,69 years,Descendants from non-western countries,2010Q1,1
All Denmark,Women,69 years,Descendants from non-western countries,2011Q1,1
All Denmark,Women,69 years,Descendants from non-western countries,2012Q1,0
All Denmark,Women,69 years,Descendants from non-western countries,2013Q1,3
All Denmark,Women,69 years,Descendants from non-western countries,2014Q1,2
All Denmark,Women,69 years,Descendants from non-western countries,2015Q1,6
All Denmark,Women,69 years,Descendants from non-western countries,2016Q1,3
All Denmark,Women,69 years,Descendants from non-western countries,2017Q1,3
All Denmark,Women,69 years,Descendants from non-western countries,2018Q1,2
All Denmark,Women,69 years,Descendants from non-western countries,2019Q1,1
All Denmark,Women,69 years,Descendants from non-western countries,2020Q1,4
All Denmark,Women,69 years,Descendants from non-western countries,2021Q1,3
All Denmark,Women,70 years,Persons of Danish origin,2010Q1,23425
All Denmark,Women,70 years,Persons of Danish origin,2011Q1,24559
All Denmark,Women,70 years,Persons of Danish origin,2012Q1,25137
All Denmark,Women,70 years,Persons of Danish origin,2013Q1,28138
All Denmark,Women,70 years,Persons of Danish origin,2014Q1,29987
All Denmark,Women,70 years,Persons of Danish origin,2015Q1,32276
All Denmark,Women,70 years,Persons of Danish origin,2016Q1,33855
All Denmark,Women,70 years,Persons of Danish origin,2017Q1,34997
All Denmark,Women,70 years,Persons of Danish origin,2018Q1,34022
All Denmark,Women,70 years,Persons of Danish origin,2019Q1,31792
All Denmark,Women,70 years,Persons of Danish origin,2020Q1,30130
All Denmark,Women,70 years,Persons of Danish origin,2021Q1,30219
All Denmark,Women,70 years,Immigrants from western countries,2010Q1,712
All Denmark,Women,70 years,Immigrants from western countries,2011Q1,755
All Denmark,Women,70 years,Immigrants from western countries,2012Q1,786
All Denmark,Women,70 years,Immigrants from western countries,2013Q1,798
All Denmark,Women,70 years,Immigrants from western countries,2014Q1,852
All Denmark,Women,70 years,Immigrants from western countries,2015Q1,973
All Denmark,Women,70 years,Immigrants from western countries,2016Q1,861
All Denmark,Women,70 years,Immigrants from western countries,2017Q1,920
All Denmark,Women,70 years,Immigrants from western countries,2018Q1,971
All Denmark,Women,70 years,Immigrants from western countries,2019Q1,950
All Denmark,Women,70 years,Immigrants from western countries,2020Q1,1038
All Denmark,Women,70 years,Immigrants from western countries,2021Q1,958
All Denmark,Women,70 years,Immigrants from non-western countries,2010Q1,450
All Denmark,Women,70 years,Immigrants from non-western countries,2011Q1,499
All Denmark,Women,70 years,Immigrants from non-western countries,2012Q1,458
All Denmark,Women,70 years,Immigrants from non-western countries,2013Q1,464
All Denmark,Women,70 years,Immigrants from non-western countries,2014Q1,531
All Denmark,Women,70 years,Immigrants from non-western countries,2015Q1,499
All Denmark,Women,70 years,Immigrants from non-western countries,2016Q1,609
All Denmark,Women,70 years,Immigrants from non-western countries,2017Q1,625
All Denmark,Women,70 years,Immigrants from non-western countries,2018Q1,711
All Denmark,Women,70 years,Immigrants from non-western countries,2019Q1,838
All Denmark,Women,70 years,Immigrants from non-western countries,2020Q1,910
All Denmark,Women,70 years,Immigrants from non-western countries,2021Q1,1001
All Denmark,Women,70 years,Descendants from western countries,2010Q1,14
All Denmark,Women,70 years,Descendants from western countries,2011Q1,17
All Denmark,Women,70 years,Descendants from western countries,2012Q1,27
All Denmark,Women,70 years,Descendants from western countries,2013Q1,17
All Denmark,Women,70 years,Descendants from western countries,2014Q1,40
All Denmark,Women,70 years,Descendants from western countries,2015Q1,31
All Denmark,Women,70 years,Descendants from western countries,2016Q1,34
All Denmark,Women,70 years,Descendants from western countries,2017Q1,34
All Denmark,Women,70 years,Descendants from western countries,2018Q1,28
All Denmark,Women,70 years,Descendants from western countries,2019Q1,37
All Denmark,Women,70 years,Descendants from western countries,2020Q1,29
All Denmark,Women,70 years,Descendants from western countries,2021Q1,35
All Denmark,Women,70 years,Descendants from non-western countries,2010Q1,1
All Denmark,Women,70 years,Descendants from non-western countries,2011Q1,1
All Denmark,Women,70 years,Descendants from non-western countries,2012Q1,1
All Denmark,Women,70 years,Descendants from non-western countries,2013Q1,0
All Denmark,Women,70 years,Descendants from non-western countries,2014Q1,3
All Denmark,Women,70 years,Descendants from non-western countries,2015Q1,2
All Denmark,Women,70 years,Descendants from non-western countries,2016Q1,6
All Denmark,Women,70 years,Descendants from non-western countries,2017Q1,3
All Denmark,Women,70 years,Descendants from non-western countries,2018Q1,4
All Denmark,Women,70 years,Descendants from non-western countries,2019Q1,1
All Denmark,Women,70 years,Descendants from non-western countries,2020Q1,1
All Denmark,Women,70 years,Descendants from non-western countries,2021Q1,5
All Denmark,Women,71 years,Persons of Danish origin,2010Q1,23123
All Denmark,Women,71 years,Persons of Danish origin,2011Q1,23058
All Denmark,Women,71 years,Persons of Danish origin,2012Q1,24208
All Denmark,Women,71 years,Persons of Danish origin,2013Q1,24727
All Denmark,Women,71 years,Persons of Danish origin,2014Q1,27737
All Denmark,Women,71 years,Persons of Danish origin,2015Q1,29526
All Denmark,Women,71 years,Persons of Danish origin,2016Q1,31819
All Denmark,Women,71 years,Persons of Danish origin,2017Q1,33382
All Denmark,Women,71 years,Persons of Danish origin,2018Q1,34497
All Denmark,Women,71 years,Persons of Danish origin,2019Q1,33554
All Denmark,Women,71 years,Persons of Danish origin,2020Q1,31399
All Denmark,Women,71 years,Persons of Danish origin,2021Q1,29731
All Denmark,Women,71 years,Immigrants from western countries,2010Q1,706
All Denmark,Women,71 years,Immigrants from western countries,2011Q1,702
All Denmark,Women,71 years,Immigrants from western countries,2012Q1,739
All Denmark,Women,71 years,Immigrants from western countries,2013Q1,775
All Denmark,Women,71 years,Immigrants from western countries,2014Q1,779
All Denmark,Women,71 years,Immigrants from western countries,2015Q1,842
All Denmark,Women,71 years,Immigrants from western countries,2016Q1,959
All Denmark,Women,71 years,Immigrants from western countries,2017Q1,840
All Denmark,Women,71 years,Immigrants from western countries,2018Q1,907
All Denmark,Women,71 years,Immigrants from western countries,2019Q1,955
All Denmark,Women,71 years,Immigrants from western countries,2020Q1,940
All Denmark,Women,71 years,Immigrants from western countries,2021Q1,1026
All Denmark,Women,71 years,Immigrants from non-western countries,2010Q1,420
All Denmark,Women,71 years,Immigrants from non-western countries,2011Q1,432
All Denmark,Women,71 years,Immigrants from non-western countries,2012Q1,477
All Denmark,Women,71 years,Immigrants from non-western countries,2013Q1,445
All Denmark,Women,71 years,Immigrants from non-western countries,2014Q1,455
All Denmark,Women,71 years,Immigrants from non-western countries,2015Q1,523
All Denmark,Women,71 years,Immigrants from non-western countries,2016Q1,492
All Denmark,Women,71 years,Immigrants from non-western countries,2017Q1,598
All Denmark,Women,71 years,Immigrants from non-western countries,2018Q1,626
All Denmark,Women,71 years,Immigrants from non-western countries,2019Q1,698
All Denmark,Women,71 years,Immigrants from non-western countries,2020Q1,821
All Denmark,Women,71 years,Immigrants from non-western countries,2021Q1,895
All Denmark,Women,71 years,Descendants from western countries,2010Q1,35
All Denmark,Women,71 years,Descendants from western countries,2011Q1,16
All Denmark,Women,71 years,Descendants from western countries,2012Q1,18
All Denmark,Women,71 years,Descendants from western countries,2013Q1,28
All Denmark,Women,71 years,Descendants from western countries,2014Q1,22
All Denmark,Women,71 years,Descendants from western countries,2015Q1,39
All Denmark,Women,71 years,Descendants from western countries,2016Q1,31
All Denmark,Women,71 years,Descendants from western countries,2017Q1,31
All Denmark,Women,71 years,Descendants from western countries,2018Q1,34
All Denmark,Women,71 years,Descendants from western countries,2019Q1,27
All Denmark,Women,71 years,Descendants from western countries,2020Q1,36
All Denmark,Women,71 years,Descendants from western countries,2021Q1,30
All Denmark,Women,71 years,Descendants from non-western countries,2010Q1,0
All Denmark,Women,71 years,Descendants from non-western countries,2011Q1,1
All Denmark,Women,71 years,Descendants from non-western countries,2012Q1,1
All Denmark,Women,71 years,Descendants from non-western countries,2013Q1,1
All Denmark,Women,71 years,Descendants from non-western countries,2014Q1,0
All Denmark,Women,71 years,Descendants from non-western countries,2015Q1,3
All Denmark,Women,71 years,Descendants from non-western countries,2016Q1,2
All Denmark,Women,71 years,Descendants from non-western countries,2017Q1,5
All Denmark,Women,71 years,Descendants from non-western countries,2018Q1,3
All Denmark,Women,71 years,Descendants from non-western countries,2019Q1,4
All Denmark,Women,71 years,Descendants from non-western countries,2020Q1,1
All Denmark,Women,71 years,Descendants from non-western countries,2021Q1,1
All Denmark,Women,72 years,Persons of Danish origin,2010Q1,22267
All Denmark,Women,72 years,Persons of Danish origin,2011Q1,22722
All Denmark,Women,72 years,Persons of Danish origin,2012Q1,22642
All Denmark,Women,72 years,Persons of Danish origin,2013Q1,23811
All Denmark,Women,72 years,Persons of Danish origin,2014Q1,24325
All Denmark,Women,72 years,Persons of Danish origin,2015Q1,27347
All Denmark,Women,72 years,Persons of Danish origin,2016Q1,29064
All Denmark,Women,72 years,Persons of Danish origin,2017Q1,31308
All Denmark,Women,72 years,Persons of Danish origin,2018Q1,32851
All Denmark,Women,72 years,Persons of Danish origin,2019Q1,33985
All Denmark,Women,72 years,Persons of Danish origin,2020Q1,33088
All Denmark,Women,72 years,Persons of Danish origin,2021Q1,30960
All Denmark,Women,72 years,Immigrants from western countries,2010Q1,641
All Denmark,Women,72 years,Immigrants from western countries,2011Q1,697
All Denmark,Women,72 years,Immigrants from western countries,2012Q1,679
All Denmark,Women,72 years,Immigrants from western countries,2013Q1,728
All Denmark,Women,72 years,Immigrants from western countries,2014Q1,772
All Denmark,Women,72 years,Immigrants from western countries,2015Q1,763
All Denmark,Women,72 years,Immigrants from western countries,2016Q1,831
All Denmark,Women,72 years,Immigrants from western countries,2017Q1,945
All Denmark,Women,72 years,Immigrants from western countries,2018Q1,833
All Denmark,Women,72 years,Immigrants from western countries,2019Q1,886
All Denmark,Women,72 years,Immigrants from western countries,2020Q1,942
All Denmark,Women,72 years,Immigrants from western countries,2021Q1,930
All Denmark,Women,72 years,Immigrants from non-western countries,2010Q1,382
All Denmark,Women,72 years,Immigrants from non-western countries,2011Q1,411
All Denmark,Women,72 years,Immigrants from non-western countries,2012Q1,407
All Denmark,Women,72 years,Immigrants from non-western countries,2013Q1,458
All Denmark,Women,72 years,Immigrants from non-western countries,2014Q1,432
All Denmark,Women,72 years,Immigrants from non-western countries,2015Q1,448
All Denmark,Women,72 years,Immigrants from non-western countries,2016Q1,518
All Denmark,Women,72 years,Immigrants from non-western countries,2017Q1,489
All Denmark,Women,72 years,Immigrants from non-western countries,2018Q1,597
All Denmark,Women,72 years,Immigrants from non-western countries,2019Q1,616
All Denmark,Women,72 years,Immigrants from non-western countries,2020Q1,690
All Denmark,Women,72 years,Immigrants from non-western countries,2021Q1,802
All Denmark,Women,72 years,Descendants from western countries,2010Q1,39
All Denmark,Women,72 years,Descendants from western countries,2011Q1,32
All Denmark,Women,72 years,Descendants from western countries,2012Q1,17
All Denmark,Women,72 years,Descendants from western countries,2013Q1,19
All Denmark,Women,72 years,Descendants from western countries,2014Q1,34
All Denmark,Women,72 years,Descendants from western countries,2015Q1,23
All Denmark,Women,72 years,Descendants from western countries,2016Q1,38
All Denmark,Women,72 years,Descendants from western countries,2017Q1,29
All Denmark,Women,72 years,Descendants from western countries,2018Q1,32
All Denmark,Women,72 years,Descendants from western countries,2019Q1,36
All Denmark,Women,72 years,Descendants from western countries,2020Q1,27
All Denmark,Women,72 years,Descendants from western countries,2021Q1,35
All Denmark,Women,72 years,Descendants from non-western countries,2010Q1,1
All Denmark,Women,72 years,Descendants from non-western countries,2011Q1,0
All Denmark,Women,72 years,Descendants from non-western countries,2012Q1,1
All Denmark,Women,72 years,Descendants from non-western countries,2013Q1,1
All Denmark,Women,72 years,Descendants from non-western countries,2014Q1,1
All Denmark,Women,72 years,Descendants from non-western countries,2015Q1,0
All Denmark,Women,72 years,Descendants from non-western countries,2016Q1,3
All Denmark,Women,72 years,Descendants from non-western countries,2017Q1,2
All Denmark,Women,72 years,Descendants from non-western countries,2018Q1,5
All Denmark,Women,72 years,Descendants from non-western countries,2019Q1,3
All Denmark,Women,72 years,Descendants from non-western countries,2020Q1,4
All Denmark,Women,72 years,Descendants from non-western countries,2021Q1,1
All Denmark,Women,73 years,Persons of Danish origin,2010Q1,20854
All Denmark,Women,73 years,Persons of Danish origin,2011Q1,21755
All Denmark,Women,73 years,Persons of Danish origin,2012Q1,22266
All Denmark,Women,73 years,Persons of Danish origin,2013Q1,22230
All Denmark,Women,73 years,Persons of Danish origin,2014Q1,23384
All Denmark,Women,73 years,Persons of Danish origin,2015Q1,23916
All Denmark,Women,73 years,Persons of Danish origin,2016Q1,26846
All Denmark,Women,73 years,Persons of Danish origin,2017Q1,28574
All Denmark,Women,73 years,Persons of Danish origin,2018Q1,30789
All Denmark,Women,73 years,Persons of Danish origin,2019Q1,32286
All Denmark,Women,73 years,Persons of Danish origin,2020Q1,33417
All Denmark,Women,73 years,Persons of Danish origin,2021Q1,32580
All Denmark,Women,73 years,Immigrants from western countries,2010Q1,626
All Denmark,Women,73 years,Immigrants from western countries,2011Q1,630
All Denmark,Women,73 years,Immigrants from western countries,2012Q1,687
All Denmark,Women,73 years,Immigrants from western countries,2013Q1,669
All Denmark,Women,73 years,Immigrants from western countries,2014Q1,709
All Denmark,Women,73 years,Immigrants from western countries,2015Q1,762
All Denmark,Women,73 years,Immigrants from western countries,2016Q1,752
All Denmark,Women,73 years,Immigrants from western countries,2017Q1,812
All Denmark,Women,73 years,Immigrants from western countries,2018Q1,925
All Denmark,Women,73 years,Immigrants from western countries,2019Q1,818
All Denmark,Women,73 years,Immigrants from western countries,2020Q1,869
All Denmark,Women,73 years,Immigrants from western countries,2021Q1,943
All Denmark,Women,73 years,Immigrants from non-western countries,2010Q1,338
All Denmark,Women,73 years,Immigrants from non-western countries,2011Q1,376
All Denmark,Women,73 years,Immigrants from non-western countries,2012Q1,402
All Denmark,Women,73 years,Immigrants from non-western countries,2013Q1,402
All Denmark,Women,73 years,Immigrants from non-western countries,2014Q1,443
All Denmark,Women,73 years,Immigrants from non-western countries,2015Q1,420
All Denmark,Women,73 years,Immigrants from non-western countries,2016Q1,440
All Denmark,Women,73 years,Immigrants from non-western countries,2017Q1,507
All Denmark,Women,73 years,Immigrants from non-western countries,2018Q1,476
All Denmark,Women,73 years,Immigrants from non-western countries,2019Q1,588
All Denmark,Women,73 years,Immigrants from non-western countries,2020Q1,607
All Denmark,Women,73 years,Immigrants from non-western countries,2021Q1,671
All Denmark,Women,73 years,Descendants from western countries,2010Q1,19
All Denmark,Women,73 years,Descendants from western countries,2011Q1,37
All Denmark,Women,73 years,Descendants from western countries,2012Q1,31
All Denmark,Women,73 years,Descendants from western countries,2013Q1,17
All Denmark,Women,73 years,Descendants from western countries,2014Q1,20
All Denmark,Women,73 years,Descendants from western countries,2015Q1,34
All Denmark,Women,73 years,Descendants from western countries,2016Q1,22
All Denmark,Women,73 years,Descendants from western countries,2017Q1,39
All Denmark,Women,73 years,Descendants from western countries,2018Q1,30
All Denmark,Women,73 years,Descendants from western countries,2019Q1,30
All Denmark,Women,73 years,Descendants from western countries,2020Q1,36
All Denmark,Women,73 years,Descendants from western countries,2021Q1,26
All Denmark,Women,73 years,Descendants from non-western countries,2010Q1,0
All Denmark,Women,73 years,Descendants from non-western countries,2011Q1,1
All Denmark,Women,73 years,Descendants from non-western countries,2012Q1,0
All Denmark,Women,73 years,Descendants from non-western countries,2013Q1,1
All Denmark,Women,73 years,Descendants from non-western countries,2014Q1,1
