window,outcome,sample,weighted,method,instruments,controls,n,clusters,note,beta,se,ci_lo,ci_hi,fs_coef,fs_se,F_eff,F_robust,rf_coef,rf_se,ar_type,ar_lo,ar_hi,ar_pieces,J,J_p,beta_gmm
stacked 1217+1722,admin,trim 1% tails of outcome change,True,2SLS,bartik+imm_nomex,lnpop0,6061,48,2012 shares,-0.551897,0.655641,-1.83695,0.733159,0.4924;-0.736253,0.0922706;0.193392,19.3222,17.5609,-0.165232;0.540191,0.528055;0.808318,interval,-2.653,1.003,"[[-2.6529999999988823, 1.0030000000023387]]",0.0510125,0.821311,-0.531545
stacked 1217+1722,admin,trim 1% tails of outcome change,False,OLS,,lnpop0,6061,48,2012 shares,0.470662,0.110586,0.253913,0.687412,,,,,,,,,,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,False,2SLS,bartik,lnpop0,6061,48,2012 shares,0.598993,1.08204,-1.5218,2.71978,0.185495,0.0332443,31.1337,31.1337,0.11111,0.197258,interval,-1.48563,3.06017,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,False,2SLS,imm,lnpop0,6061,48,2012 shares,-2.43091,1.63889,-5.64314,0.781311,-0.671561,0.220255,9.29654,9.29654,1.63251,1.31798,interval,-5.97085,2.53639,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,False,2SLS,imm_nomex,lnpop0,6061,48,2012 shares,-1.40995,1.20866,-3.77892,0.959025,-0.964743,0.29626,10.6042,10.6042,1.36024,1.31873,interval,-3.94313,2.06375,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,False,2SLS,imm_mex,lnpop0,6061,48,2012 shares,1.15571,0.625292,-0.0698646,2.38128,4.69294,1.14124,16.9096,16.9096,5.42366,3.174,interval,-0.211661,2.57704,,,,
stacked 1217+1722,admin,trim 1% tails of outcome change,False,2SLS,bartik+imm,lnpop0,6061,48,2012 shares,-0.148589,0.901431,-1.91539,1.61822,0.188558;-0.705416,0.0342084;0.208184,20.8056,26.2082,0.104103;1.61382,0.198087;1.3216,interval,-2.047,2.017,"[[-2.04699999999868, 2.0170000000026773]]",1.55521,0.212367,-0.204683
stacked 1217+1722,admin,trim 1% tails of outcome change,False,2SLS,bartik+imm_nomex,lnpop0,6061,48,2012 shares,-0.188462,0.838546,-1.83201,1.45509,0.189877;-1.0001,0.0340921;0.281598,18.8013,56.1324,0.105235;1.34064,0.198139;1.32471,interval,-2.004,1.788,"[[-2.0039999999986655, 1.7880000000026008]]",1.23163,0.267089,-0.204615
stacked 1217+1722,admin,all,True,OLS,,lnpop0,6185,48,start-of-period shares,-0.416395,0.796408,-1.97736,1.14457,,,,,,,,,,,,,
stacked 1217+1722,admin,all,True,2SLS,bartik,lnpop0,6185,48,start-of-period shares,-0.810804,1.58493,-3.91727,2.29566,0.576439,0.0850565,45.9296,45.9296,-0.467379,0.877533,interval,-4.6403,1.93904,,,,
stacked 1217+1722,admin,all,True,2SLS,bartik+imm,lnpop0,6185,48,start-of-period shares,-3.31655,3.7424,-10.6516,4.01855,0.537201;-0.748568,0.0906239;0.130831,36.4424,36.8824,-0.231282;4.5042,0.750275;4.84024,interval,-3.935,2.766,"[[-3.9349999999993104, 2.7660000000029275]]",0.895256,0.344057,-0.336635
stacked 1217+1722,admin,all,False,OLS,,lnpop0,6185,48,start-of-period shares,0.465918,0.128541,0.213978,0.717859,,,,,,,,,,,,,
stacked 1217+1722,admin,all,False,2SLS,bartik,lnpop0,6185,48,start-of-period shares,0.886652,1.34548,-1.75049,3.52379,0.173708,0.0287531,36.498,36.498,0.154018,0.233963,interval,-1.85852,3.71791,,,,
stacked 1217+1722,admin,all,False,2SLS,bartik+imm,lnpop0,6185,48,start-of-period shares,-0.206422,1.11607,-2.39392,1.98108,0.176816;-0.794045,0.0286136;0.209541,24.5347,52.9263,0.145706;2.12363,0.233769;1.53475,interval,-2.632,2.169,"[[-2.6319999999988752, 2.169000000002728]]",2.50389,0.113566,-0.347064
stacked 1217+1722,admin_judicial,all,True,OLS,,lnpop0,6185,48,2012 shares for both periods,-0.295748,0.643421,-1.55685,0.965358,,,,,,,,,,,,,
stacked 1217+1722,admin_judicial,all,True,2SLS,bartik,lnpop0,6185,48,2012 shares for both periods,-1.03617,1.45301,-3.88407,1.81173,0.529457,0.0792432,44.6413,44.6413,-0.548607,0.741904,interval,-4.38378,1.61464,,,,
stacked 1217+1722,admin_judicial,all,True,2SLS,imm,lnpop0,6185,48,2012 shares for both periods,-4.76422,5.59045,-15.7215,6.19307,-0.799491,0.141126,32.0931,32.0931,3.80896,4.05754,interval,-19.624,4.41373,,,,
stacked 1217+1722,admin_judicial,all,True,2SLS,bartik+imm,lnpop0,6185,48,2012 shares for both periods,-3.18685,3.49981,-10.0465,3.67277,0.49582;-0.762239,0.0873107;0.13012,35.2314,31.9158,-0.381788;3.78027,0.63128;4.01949,interval,-2.925,2.42,"[[-2.924999999998973, 2.420000000002812]]",0.847956,0.357131,-0.342906
stacked 1217+1722,admin_judicial,all,False,OLS,,lnpop0,6185,48,2012 shares for both periods,0.468483,0.12427,0.224913,0.712053,,,,,,,,,,,,,
stacked 1217+1722,admin_judicial,all,False,2SLS,bartik,lnpop0,6185,48,2012 shares for both periods,1.3017,1.2919,-1.23043,3.83383,0.178141,0.0311463,32.7125,32.7125,0.231887,0.217688,interval,-1.03987,4.40412,,,,
stacked 1217+1722,admin_judicial,all,False,2SLS,imm,lnpop0,6185,48,2012 shares for both periods,-2.0198,1.63706,-5.22844,1.18884,-0.761413,0.220153,11.9617,11.9617,1.5379,1.34543,interval,-5.7747,2.01899,,,,
stacked 1217+1722,admin_judicial,all,False,2SLS,bartik+imm,lnpop0,6185,48,2012 shares for both periods,0.282102,1.04796,-1.77191,2.33611,0.180873;-0.787773,0.0320156;0.208405,22.3639,40.5211,0.226669;1.50487,0.219937;1.35687,interval,-1.545,2.549,"[[-1.5449999999985122, 2.549000000002855]]",2.28123,0.130948,0.0827339
stacked 1217+1722,central_buildings,all,True,OLS,,lnpop0,6177,48,2012 shares for both periods,0.826053,0.201515,0.431084,1.22102,,,,,,,,,,,,,
stacked 1217+1722,central_buildings,all,True,2SLS,bartik,lnpop0,6177,48,2012 shares for both periods,-0.146349,0.835033,-1.78301,1.49032,0.529586,0.0792465,44.6593,44.6593,-0.0775042,0.444495,interval,-1.76464,1.66461,,,,
stacked 1217+1722,central_buildings,all,True,2SLS,imm,lnpop0,6177,48,2012 shares for both periods,-1.4289,1.02518,-3.43826,0.580455,-0.799284,0.141191,32.0469,32.0469,1.1421,0.70519,interval,-4.14502,0.25999,,,,
stacked 1217+1722,central_buildings,all,True,2SLS,bartik+imm,lnpop0,6177,48,2012 shares for both periods,-0.886051,0.519932,-1.90512,0.133016,0.495927;-0.762003,0.0873197;0.130197,35.2001,31.8905,-0.0271456;1.14006,0.449355;0.71789,interval,-1.817,0.43,"[[-1.816999999998603, 0.43000000000214733]]",0.732999,0.391913,-0.753935
stacked 1217+1722,central_buildings,all,False,OLS,,lnpop0,6177,48,2012 shares for both periods,0.524639,0.166253,0.198784,0.850495,,,,,,,,,,,,,
stacked 1217+1722,central_buildings,all,False,2SLS,bartik,lnpop0,6177,48,2012 shares for both periods,2.62245,2.28738,-1.86081,7.10572,0.180018,0.031252,33.18,33.18,0.47209,0.387998,interval,-1.53271,8.09289,,,,
stacked 1217+1722,central_buildings,all,False,2SLS,imm,lnpop0,6177,48,2012 shares for both periods,-1.59472,1.49141,-4.51788,1.32844,-0.758355,0.220151,11.866,11.866,1.20937,1.0878,interval,-5.89217,1.34539,,,,
stacked 1217+1722,central_buildings,all,False,2SLS,bartik+imm,lnpop0,6177,48,2012 shares for both periods,1.35238,1.78268,-2.14167,4.84642,0.182675;-0.784327,0.0321433;0.208224,22.5542,40.8079,0.468219;1.1428,0.390648;1.09758,interval,-2.536,2.089,"[[-2.535999999998843, 2.0890000000027014]]",2.40708,0.120788,-0.152588
stacked 1217+1722,admin_judicial_direct,all,True,OLS,,lnpop0,6186,48,2012 shares for both periods,-0.24042,0.574913,-1.36725,0.88641,,,,,,,,,,,,,
stacked 1217+1722,admin_judicial_direct,all,True,2SLS,bartik,lnpop0,6186,48,2012 shares for both periods,-0.433196,1.2338,-2.85145,1.98506,0.529459,0.0792446,44.64,44.64,-0.229359,0.644042,interval,-3.19992,1.87941,,,,
stacked 1217+1722,admin_judicial_direct,all,True,2SLS,imm,lnpop0,6186,48,2012 shares for both periods,-3.57304,4.49174,-12.3769,5.23078,-0.799482,0.14113,32.0905,32.0905,2.85658,3.28491,interval,-15.4773,3.82293,,,,
stacked 1217+1722,admin_judicial_direct,all,True,2SLS,bartik+imm,lnpop0,6186,48,2012 shares for both periods,-2.24452,2.80736,-7.74694,3.25791,0.495824;-0.762231,0.0873128;0.130122,35.2297,31.9151,-0.103651;2.84879,0.568596;3.25669,interval,-2.312,2.758,"[[-2.3119999999987684, 2.758000000002925]]",0.894636,0.344224,0.03607
stacked 1217+1722,admin_judicial_direct,all,False,OLS,,lnpop0,6186,48,2012 shares for both periods,0.474885,0.151245,0.178444,0.771326,,,,,,,,,,,,,
stacked 1217+1722,admin_judicial_direct,all,False,2SLS,bartik,lnpop0,6186,48,2012 shares for both periods,0.861403,1.09136,-1.27767,3.00047,0.17814,0.0311459,32.7133,32.7133,0.153451,0.186682,interval,-1.14216,3.44891,,,,
stacked 1217+1722,admin_judicial_direct,all,False,2SLS,imm,lnpop0,6186,48,2012 shares for both periods,-1.53579,1.25554,-3.99665,0.925078,-0.761309,0.220202,11.953,11.953,1.16921,1.01424,interval,-4.52095,1.45348,,,,
stacked 1217+1722,admin_judicial_direct,all,False,2SLS,bartik+imm,lnpop0,6186,48,2012 shares for both periods,0.12565,0.852167,-1.5446,1.7959,0.180871;-0.787664,0.0320146;0.208454,22.357,40.5196,0.149472;1.14743,0.188168;1.02116,interval,-1.636,1.843,"[[-1.6359999999985426, 1.8430000000026192]]",1.88803,0.169424,-0.121147
stacked 0712+1217,admin,all,True,OLS,,lnpop0,6193,48,2007 shares for both periods,0.580051,0.17239,0.242167,0.917934,,,,,,,,,,,,,
stacked 0712+1217,admin,all,True,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,0.908524,0.927384,-0.909149,2.7262,0.363977,0.0570714,40.6733,40.6733,0.330681,0.336191,interval,-0.939138,2.88312,,,,
stacked 0712+1217,admin,all,True,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-7.60341,23.6987,-54.0529,38.846,0.121525,0.170902,0.505634,0.505634,-0.924004,1.87094,real line,-inf,inf,,,,
stacked 0712+1217,admin,all,True,2SLS,imm_nomex,lnpop0,6193,48,2007 shares for both periods,-9.85373,30.5081,-69.6496,49.9421,0.107856,0.175104,0.3794,0.3794,-1.06278,1.85518,real line,-inf,inf,,,,
stacked 0712+1217,admin,all,True,2SLS,imm_mex,lnpop0,6193,48,2007 shares for both periods,7.37054,14.3612,-20.7774,35.5185,1.16577,1.77272,0.432457,0.432457,8.59233,4.97545,two rays,-5.64463,-0.351704,,,,
stacked 0712+1217,admin,all,True,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,0.583386,0.925863,-1.2313,2.39808,0.366528;0.142971,0.0562091;0.162683,12.249,25.3918,0.314523;-0.905601,0.327606;1.86258,interval,-1.421,2.909,"[[-1.4209999999984708, 2.909000000002975]]",0.333245,0.563755,0.748758
stacked 0712+1217,admin,all,True,2SLS,bartik+imm_nomex,lnpop0,6193,48,2007 shares for both periods,0.575851,0.907695,-1.20323,2.35493,0.366587;0.132105,0.0565769;0.166332,11.9452,22.7799,0.310088;-1.04227,0.32609;1.84738,interval,-1.413,2.87,"[[-1.4129999999984681, 2.870000000002962]]",0.424838,0.514533,0.725192
stacked 0712+1217,admin,all,False,OLS,,lnpop0,6193,48,2007 shares for both periods,0.46615,0.131237,0.208926,0.723375,,,,,,,,,,,,,
stacked 0712+1217,admin,all,False,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,2.23502,1.78916,-1.27174,5.74178,0.137322,0.0294298,21.7723,21.7723,0.306917,0.201726,interval,-0.522979,7.64886,,,,
stacked 0712+1217,admin,all,False,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-2.30685,1.45456,-5.15778,0.544083,0.633366,0.315704,4.02484,4.02484,-1.46108,1.00812,interval,-40.0855,2.41493,,,,
stacked 0712+1217,admin,all,False,2SLS,imm_nomex,lnpop0,6193,48,2007 shares for both periods,-3.4236,2.85099,-9.01154,2.16434,0.494101,0.352516,1.96459,1.96459,-1.6916,1.22008,real line,-inf,inf,,,,
stacked 0712+1217,admin,all,False,2SLS,imm_mex,lnpop0,6193,48,2007 shares for both periods,0.609226,1.37267,-2.08121,3.29967,2.7032,0.301334,80.4747,80.4747,1.64686,3.61544,interval,-1.83644,3.71719,,,,
stacked 0712+1217,admin,all,False,2SLS,bartik+imm,lnpop0,6193,48,2007 shares for both periods,1.05384,1.3409,-1.57432,3.68199,0.133013;0.576819,0.0288169;0.305183,9.9483,11.6259,0.318845;-1.59663,0.203588;1.05782,interval,-1.013,5.374,"[[-1.0129999999983346, 5.374000000003798]]",2.45024,0.117507,0.595377
stacked 0712+1217,admin,all,False,2SLS,bartik+imm_nomex,lnpop0,6193,48,2007 shares for both periods,1.31702,1.47002,-1.56421,4.19826,0.13468;0.445018,0.0286246;0.34161,8.04546,11.1284,0.317646;-1.80737,0.203616;1.27474,unbounded on grid,-1.051,inf,"[[-1.0509999999983473, 6.0000000000040075]]",2.02394,0.154837,0.981156
stacked 0712+1217,admin,drop 25 largest,True,OLS,,lnpop0,6143,48,2007 shares,0.567585,0.140889,0.291442,0.843728,,,,,,,,,,,,,
stacked 0712+1217,admin,drop 25 largest,True,2SLS,bartik,lnpop0,6143,48,2007 shares,0.764485,1.0758,-1.34408,2.87305,0.251904,0.0493939,26.009,26.009,0.192577,0.26189,interval,-1.24627,3.3587,,,,
stacked 0712+1217,admin,drop 25 largest,True,2SLS,imm,lnpop0,6143,48,2007 shares,0.242044,3.14815,-5.92833,6.41242,0.605372,0.172514,12.3139,12.3139,0.146527,1.88469,interval,-5.0553,10.6877,,,,
stacked 0712+1217,admin,drop 25 largest,True,2SLS,imm_nomex,lnpop0,6143,48,2007 shares,0.066844,3.42308,-6.64239,6.77608,0.544678,0.151177,12.981,12.981,0.0364084,1.85862,interval,-5.46585,11.622,,,,
stacked 0712+1217,admin,drop 25 largest,True,2SLS,imm_mex,lnpop0,6143,48,2007 shares,1.5346,1.44205,-1.29181,4.36101,3.77146,0.881577,18.3019,18.3019,5.78768,4.57194,interval,-0.683468,6.09281,,,,
stacked 0712+1217,admin,drop 25 largest,True,2SLS,bartik+imm,lnpop0,6143,48,2007 shares,0.51022,1.61132,-2.64797,3.66841,0.245136;0.588217,0.0486026;0.175191,16.4137,30.1587,0.191045;0.133157,0.263555;1.88779,interval,-1.676,3.646,"[[-1.675999999998556, 3.6460000000032213]]",0.0251523,0.873988,0.707857
stacked 0712+1217,admin,drop 25 largest,True,2SLS,bartik+imm_nomex,lnpop0,6143,48,2007 shares,0.466133,1.56912,-2.60935,3.54162,0.246886;0.530155,0.0480095;0.154169,17.8477,26.7362,0.19234;0.0250943,0.263196;1.86197,interval,-1.698,3.696,"[[-1.6979999999985633, 3.696000000003238]]",0.0383387,0.844765,0.698961
stacked 0712+1217,admin,drop 25 largest,False,OLS,,lnpop0,6143,48,2007 shares,0.461196,0.133384,0.199763,0.722629,,,,,,,,,,,,,
stacked 0712+1217,admin,drop 25 largest,False,2SLS,bartik,lnpop0,6143,48,2007 shares,2.24082,1.79191,-1.27133,5.75296,0.135822,0.0292996,21.489,21.489,0.304352,0.199731,interval,-0.521031,7.67909,,,,
stacked 0712+1217,admin,drop 25 largest,False,2SLS,imm,lnpop0,6143,48,2007 shares,-1.0953,1.03832,-3.13041,0.939804,1.01444,0.273602,13.747,13.747,-1.11111,1.21372,interval,-2.93102,2.03569,,,,
stacked 0712+1217,admin,drop 25 largest,False,2SLS,imm_nomex,lnpop0,6143,48,2007 shares,-1.56378,1.38749,-4.28326,1.1557,0.873779,0.307405,8.07943,8.07943,-1.3664,1.41631,interval,-4.49786,3.24137,,,,
stacked 0712+1217,admin,drop 25 largest,False,2SLS,imm_mex,lnpop0,6143,48,2007 shares,0.653625,1.3598,-2.01158,3.31883,2.78571,0.316304,77.5642,77.5642,1.82081,3.67052,interval,-1.73838,3.77786,,,,
stacked 0712+1217,admin,drop 25 largest,False,2SLS,bartik+imm,lnpop0,6143,48,2007 shares,0.751701,1.15668,-1.51539,3.01879,0.12803;0.942255,0.028682;0.264055,17.0176,16.2849,0.315008;-1.28871,0.200924;1.24809,interval,-1.066,3.405,"[[-1.0659999999983523, 3.405000000003141]]",2.11207,0.146142,0.50183
stacked 0712+1217,admin,drop 25 largest,False,2SLS,bartik+imm_nomex,lnpop0,6143,48,2007 shares,0.913185,1.2649,-1.56602,3.39239,0.130437;0.809143,0.0283423;0.298116,13.5394,13.0104,0.314483;-1.52224,0.20151;1.4681,interval,-1.06,4.51,"[[-1.0599999999983503, 4.51000000000351]]",1.80554,0.179044,0.775609
stacked 0712+1217,admin,drop areas without a county government,True,OLS,,lnpop0,6025,47,2007 shares,0.642539,0.186748,0.276513,1.00857,,,,,,,,,,,,,
stacked 0712+1217,admin,drop areas without a county government,True,2SLS,bartik,lnpop0,6025,47,2007 shares,1.49268,0.891969,-0.255575,3.24094,0.367099,0.0607455,36.5206,36.5206,0.547963,0.306351,interval,-0.139377,3.58548,,,,
stacked 0712+1217,admin,drop areas without a county government,True,2SLS,imm,lnpop0,6025,47,2007 shares,35.9859,75.8411,-112.663,184.634,-0.0909266,0.212556,0.182993,0.182993,-3.27208,1.52568,two rays,-1.61867,6.59577,,,,
stacked 0712+1217,admin,drop areas without a county government,True,2SLS,imm_nomex,lnpop0,6025,47,2007 shares,29.586,46.3608,-61.2812,120.453,-0.117515,0.212298,0.306404,0.306404,-3.47681,1.47779,two rays,-3.03546,7.64825,,,,
stacked 0712+1217,admin,drop areas without a county government,True,2SLS,imm_mex,lnpop0,6025,47,2007 shares,3.93742,7.31922,-10.4083,18.2831,1.17977,1.81315,0.423379,0.423379,4.64526,3.34882,real line,-inf,inf,,,,
stacked 0712+1217,admin,drop areas without a county government,True,2SLS,bartik+imm,lnpop0,6025,47,2007 shares,1.7929,0.98848,-0.144519,3.73032,0.365945;-0.0583686,0.0589823;0.205802,10.3723,21.4541,0.484117;-3.229,0.281271;1.51626,interval,0.072,1.434,"[[0.07200000000202778, 1.4340000000024826]]",2.71185,0.0996054,1.06612
stacked 0712+1217,admin,drop areas without a county government,True,2SLS,bartik+imm_nomex,lnpop0,6025,47,2007 shares,1.91132,1.02452,-0.0967341,3.91937,0.365343;-0.0803482,0.0592244;0.205334,10.7283,19.6021,0.473016;-3.42869,0.27895;1.46914,interval,0.486,0.691,"[[0.48600000000216603, 0.6910000000022345]]",2.90524,0.0882921,1.09377
stacked 0712+1217,admin,drop areas without a county government,False,OLS,,lnpop0,6025,47,2007 shares,0.55026,0.133973,0.287673,0.812847,,,,,,,,,,,,,
stacked 0712+1217,admin,drop areas without a county government,False,2SLS,bartik,lnpop0,6025,47,2007 shares,2.37122,1.85025,-1.25528,5.99772,0.136073,0.0305008,19.9033,19.9033,0.32266,0.204402,interval,-0.464901,8.11719,,,,
stacked 0712+1217,admin,drop areas without a county government,False,2SLS,imm,lnpop0,6025,47,2007 shares,-4.31403,2.75489,-9.71361,1.08556,0.499346,0.254637,3.84556,3.84556,-2.15419,0.854414,interval,-7946.8,-0.869552,,,,
stacked 0712+1217,admin,drop areas without a county government,False,2SLS,imm_nomex,lnpop0,6025,47,2007 shares,-9.00239,9.54548,-27.7115,9.70676,0.287128,0.262488,1.19655,1.19655,-2.58484,1.20164,two rays,-0.628411,9.90721,,,,
stacked 0712+1217,admin,drop areas without a county government,False,2SLS,imm_mex,lnpop0,6025,47,2007 shares,0.710453,1.38506,-2.00426,3.42517,2.70246,0.300407,80.9274,80.9274,1.91997,3.62715,interval,-1.74322,3.86354,,,,
stacked 0712+1217,admin,drop areas without a county government,False,2SLS,bartik+imm,lnpop0,6025,47,2007 shares,1.46426,1.46423,-1.40563,4.33415,0.13336;0.435903,0.0306679;0.245562,12.2448,12.5857,0.337069;-2.31454,0.207202;0.91039,empty on grid,,,,3.84575,0.0498723,-0.0912827
stacked 0712+1217,admin,drop areas without a county government,False,2SLS,bartik+imm_nomex,lnpop0,6025,47,2007 shares,1.90195,1.6625,-1.35656,5.16046,0.134987;0.233854,0.0304268;0.256195,11.288,10.3293,0.335284;-2.71716,0.207151;1.26635,interval,-0.712,1.334,"[[-0.711999999998234, 1.3340000000024492]]",3.47389,0.0623446,0.385884
stacked 0712+1217,admin,trim 1% tails of outcome change,True,OLS,,lnpop0,6069,48,2007 shares,0.488256,0.187606,0.120549,0.855963,,,,,,,,,,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,True,2SLS,bartik,lnpop0,6069,48,2007 shares,0.725922,0.881322,-1.00147,2.45331,0.366315,0.0581411,39.6956,39.6956,0.265916,0.323335,interval,-1.05997,2.57567,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,True,2SLS,imm,lnpop0,6069,48,2007 shares,-15.8495,37.2803,-88.919,57.2199,0.109796,0.177371,0.383188,0.383188,-1.74022,1.60866,two rays,5.16491,12.3013,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,True,2SLS,imm_nomex,lnpop0,6069,48,2007 shares,-19.189,49.2658,-115.75,77.372,0.0959875,0.179249,0.286759,0.286759,-1.84191,1.62076,two rays,4.84417,12.107,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,True,2SLS,imm_mex,lnpop0,6069,48,2007 shares,4.62287,9.15246,-13.3159,22.5617,1.09219,1.86787,0.341905,0.341905,5.04908,3.33362,real line,-inf,inf,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,True,2SLS,bartik+imm,lnpop0,6069,48,2007 shares,0.220454,0.85057,-1.44666,1.88757,0.368573;0.131318,0.0570227;0.169195,11.7999,26.3323,0.236224;-1.72643,0.312402;1.60275,interval,-1.487,2.288,"[[-1.4869999999984929, 2.288000000002768]]",1.11613,0.290754,0.419653
stacked 0712+1217,admin,trim 1% tails of outcome change,True,2SLS,bartik+imm_nomex,lnpop0,6069,48,2007 shares,0.243945,0.84183,-1.40604,1.89393,0.368631;0.120455,0.0573637;0.170304,11.7474,23.2452,0.230798;-1.82659,0.310865;1.61501,interval,-1.47,2.263,"[[-1.4699999999984872, 2.2630000000027595]]",1.20022,0.273277,0.407627
stacked 0712+1217,admin,trim 1% tails of outcome change,False,OLS,,lnpop0,6069,48,2007 shares,0.44511,0.10823,0.23298,0.65724,,,,,,,,,,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,False,2SLS,bartik,lnpop0,6069,48,2007 shares,2.17259,1.41342,-0.597703,4.94288,0.142381,0.0307845,21.3914,21.3914,0.309335,0.158819,interval,-0.0112377,6.45591,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,False,2SLS,imm,lnpop0,6069,48,2007 shares,-2.7612,1.20578,-5.12453,-0.397874,0.700908,0.313093,5.01158,5.01158,-1.93535,0.596201,interval,-17.7716,-1.16759,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,False,2SLS,imm_nomex,lnpop0,6069,48,2007 shares,-3.73997,2.27048,-8.19011,0.71018,0.530905,0.351181,2.28545,2.28545,-1.98557,0.625328,two rays,-1.43352,8.87094,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,False,2SLS,imm_mex,lnpop0,6069,48,2007 shares,-0.429897,0.633004,-1.67058,0.810791,3.22558,0.318415,102.62,102.62,-1.38667,2.01885,interval,-1.7454,0.785695,,,,
stacked 0712+1217,admin,trim 1% tails of outcome change,False,2SLS,bartik+imm,lnpop0,6069,48,2007 shares,0.749639,1.11659,-1.43888,2.93816,0.13747;0.641266,0.0302752;0.302374,10.8416,12.1203,0.325236;-2.07645,0.158263;0.593721,empty on grid,,,,6.17347,0.012968,0.606842
stacked 0712+1217,admin,trim 1% tails of outcome change,False,2SLS,bartik+imm_nomex,lnpop0,6069,48,2007 shares,1.1455,1.27767,-1.35874,3.64973,0.139461;0.479122,0.029958;0.340269,8.51588,10.9648,0.322164;-2.10519,0.157629;0.635514,interval,3.445,5.485,"[[3.445000000003154, 5.4850000000038355]]",4.74678,0.0293531,1.46318
stacked 0712+1217,admin,all,True,2SLS,bartik,lnpop0+bartik_pay,6193,48,2007 shares; controls for industry-mix pay-per-worker shock,0.702656,0.959464,-1.17789,2.5832,0.353867,0.0494222,51.2667,51.2667,0.248647,0.339127,interval,-1.21805,2.69295,,,,
stacked 0712+1217,admin,all,True,2SLS,bartik,lnpop0+dlninc,6191,48,2007 shares; controls for actual median household income growth (bad control),0.840016,0.982817,-1.08631,2.76634,0.345056,0.0571473,36.4575,36.4575,0.289852,0.331336,interval,-1.04136,3.04458,,,,
stacked 0712+1217,admin,all,False,2SLS,bartik,lnpop0+bartik_pay,6193,48,2007 shares; controls for industry-mix pay-per-worker shock,1.89097,1.81434,-1.66513,5.44708,0.123386,0.0310063,15.8354,15.8354,0.233319,0.182659,interval,-0.786925,8.12554,,,,
stacked 0712+1217,admin,all,False,2SLS,bartik,lnpop0+dlninc,6191,48,2007 shares; controls for actual median household income growth (bad control),2.43175,1.94348,-1.37747,6.24097,0.131601,0.0292141,20.2925,20.2925,0.320021,0.207251,interval,-0.525437,8.48404,,,,
stacked 0712+1217,admin,all,True,OLS,,lnpop0,6193,48,start-of-period shares,0.580051,0.17239,0.242167,0.917934,,,,,,,,,,,,,
stacked 0712+1217,admin,all,True,2SLS,bartik,lnpop0,6193,48,start-of-period shares,1.29787,1.09706,-0.852362,3.4481,0.33081,0.051753,40.8588,40.8588,0.429348,0.375009,interval,-1.02794,3.49199,,,,
stacked 0712+1217,admin,all,True,2SLS,bartik+imm,lnpop0,6193,48,start-of-period shares,0.924245,1.18443,-1.39725,3.24574,0.331498;0.127294,0.0505834;0.16356,10.5037,26.5221,0.424393;-0.916618,0.375266;1.8571,interval,-1.675,3.813,"[[-1.6749999999985556, 3.813000000003277]]",0.38628,0.534261,1.20096
stacked 0712+1217,admin,all,False,OLS,,lnpop0,6193,48,start-of-period shares,0.46615,0.131237,0.208926,0.723375,,,,,,,,,,,,,
stacked 0712+1217,admin,all,False,2SLS,bartik,lnpop0,6193,48,start-of-period shares,3.41804,2.92527,-2.31548,9.15157,0.123324,0.0255244,23.3446,23.3446,0.421528,0.318432,interval,-1.44953,11.5015,,,,
stacked 0712+1217,admin,all,False,2SLS,bartik+imm,lnpop0,6193,48,start-of-period shares,1.65972,2.02846,-2.31605,5.6355,0.11918;0.585356,0.0244596;0.306456,9.36432,12.5454,0.433106;-1.63555,0.320616;1.08082,unbounded on grid,-2.267,inf,"[[-2.2669999999987533, 6.0000000000040075]]",1.92654,0.165138,0.311583
stacked 0712+1217,admin_judicial,all,True,OLS,,lnpop0,6193,48,2007 shares for both periods,0.60673,0.147399,0.317829,0.895632,,,,,,,,,,,,,
stacked 0712+1217,admin_judicial,all,True,2SLS,bartik,lnpop0,6193,48,2007 shares for both periods,1.04304,0.668025,-0.266294,2.35237,0.363977,0.0570714,40.6733,40.6733,0.379641,0.23724,interval,-0.238398,2.52035,,,,
stacked 0712+1217,admin_judicial,all,True,2SLS,imm,lnpop0,6193,48,2007 shares for both periods,-4.89071,17.7697,-39.7193,29.9379,0.121525,0.170902,0.505634,0.505634,-0.594343,1.52874,real line,-inf,inf,,,,
