award,family,year_n,person_qid,person,family_name,ethnic,citizenship,birth_country,surname,pcthispanic,surname_matched,us_citizen,mexico_linked,hisp_documented,mex_documented,hisp_imputed_50,hisp_imputed_70,hisp_imputed_90,hispanic_any,period
MacArthur Fellows Program,fellowship,1998.0,Q1245714,John Carlstrom,Carlstrom,,United States,United States,CARLSTROM,2.79,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q93139,Karl Sims,Sims,,United States,United States,SIMS,2.24,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q6509212,Leah Krubitzer,,,United States,,KRUBITZER,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q6551409,Linda Bierds,,,United States,United States,BIERDS,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q1933136,Mike Davis,Davis,,United States,United States,DAVIS,2.44,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q1964486,Nancy Folbre,,,United States,,FOLBRE,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1998.0,Q80,Tim Berners-Lee,Q18375238,,United Kingdom,United Kingdom,BERNERS-LEE,,False,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q299513,Alison Des Forges,Liebhafsky|des Forges,,United States,United States,FORGES,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q7442,Carolyn Bertozzi,Bertozzi,,United States,United States,BERTOZZI,5.24,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q5236528,David Levering Lewis,Lewis,,United States,United States,LEWIS,2.58,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q1225543,Elizabeth Diller,Diller,,United States,Poland,DILLER,2.14,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q212426,Elizabeth Murray,Murray,,United States,United States,MURRAY,2.6,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q5496574,Fred Wilson,Wilson,African Americans,United States,United States,WILSON,2.61,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q6120122,Jacqueline Jones,Jones,,United States,United States,JONES,2.29,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q6178359,Jennifer Gordon,Gordon,,United States,,GORDON,3.04,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q6193127,Jillian Banfield,Banfield,,Australia|United States,Australia,BANFIELD,3.11,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q56183,Laura Lee Kiessling,Kießling,,United States,United States,KIESSLING,2.0,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q6530964,Leslie Kurke,Kurke,,United States,,KURKE,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q6767269,Mark Danner,,,United States,United States,DANNER,2.21,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q447797,Ofelia Zepeda,Zepeda,Tohono O'odham,United States,United States,ZEPEDA,94.86,True,True,False,False,False,True,True,True,True,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q5259211,Q5259211,Moore,,,,MOORE,2.34,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q15713956,Ricardo Scofidio,,,United States,United States,SCOFIDIO,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q699701,Saul Friedländer,Friedländer,,Austria|France|Germany|Israel|United States,Czech Republic,FRIEDLÄNDER,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q8022681,Wilma Subra,Subra,,United States,United States,SUBRA,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,1999.0,Q1932124,Xu Bing,Xu,,People's Republic of China,People's Republic of China,XU,0.24,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q2633699,Anne Carson,Carson,,Canada,Canada,CARSON,2.41,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q464432,Ben Katchor,,Jewish people,United States,United States,KATCHOR,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q3664114,Cecilia G. Muñoz,Muñoz,,United States,United States,MUÑOZ,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q1162609,Daniel P. Schrag,Schrag,,United States,,SCHRAG,1.0,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q5248410,Deborah Willis,Willis,African Americans,United States,United States,WILLIS,2.31,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q5388915,Erik Winfree,Winfree,,United States,,WINFREE,1.42,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q1628464,Horng-Tzer Yau,,,United States,Taiwan,YAU,2.57,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q1718183,K. Christopher Beard,Beard,,United States,,BEARD,2.38,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q6376310,Katherine Boo,Boo,,United States,United States,BOO,5.31,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q6696663,Lucia Perillo,Perillo,,United States,,PERILLO,5.41,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q1894870,Margaret M. Murnane,Murnane,,Ireland|United States,Ireland,MURNANE,2.85,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q1400143,Matthew Rabin,Rabin,,United States,,RABIN,3.52,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q5562864,Q5562864,,,United States,,,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q7647772,Susan E. Alcock,Alcock,,United States,,ALCOCK,3.73,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q18158603,Susan E. Sygall,Q106330273,,United States,,SYGALL,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2000.0,Q7648148,Susan Marshall,Marshall,,United States,,MARSHALL,2.58,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q5234991,David Hildebrand Wilson,Wilson,,United States,,WILSON,2.61,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q5549793,Geraldine Seydoux,Seydoux,,France|United States,France,SEYDOUX,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q6171550,Jean Strouse,Strouse,,United States,,STROUSE,1.77,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q16499848,Julie Su,Su,,United States,United States,SU,2.01,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q265762,Kay Redfield Jamison,Jamison,,United States,,JAMISON,2.29,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q268421,Lene V. Hau,Hau,,Kingdom of Denmark,Denmark,HAU,6.21,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q6829848,Michael Dickinson,Dickinson,,United States,,DICKINSON,2.56,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q7416673,Sandra Lanham,Lanham,,United States,,LANHAM,2.03,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q1243635,Stephen Hough,Hough,,Australia|United Kingdom,United Kingdom,HOUGH,2.24,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q511432,Suzan-Lori Parks,Parks,African Americans,United States,United States,PARKS,2.06,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2001.0,Q265709,Xiao Qiang,Xiao,,People's Republic of China,People's Republic of China,XIAO,0.24,True,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q4965505,Brian Tucker,Tucker,,United States,,TUCKER,2.35,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q5026737,Camilo José Vergara,,,Chile,Chile,VERGARA,79.47,True,False,False,False,False,True,True,False,True,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q1063883,Charles C. Steidel,Steidel,,United States,United States,STEIDEL,4.71,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q509662,Colson Whitehead,Whitehead,African Americans,United States,United States,WHITEHEAD,2.11,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q5217738,Daniel S. Jurafsky,,,United States,United States,JURAFSKY,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q14223,Daniela L. Rus,Rus,,United States,Romania,RUS,2.86,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q731734,Edgar Meyer,Meyer,,United States,United States,MEYER,2.28,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q5388737,Erik Mueggler,,,United States,,MUEGGLER,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q1507760,George Lewis,Lewis,,United States,United States,LEWIS,2.58,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q45963,Jack Miles,Miles,,United States,United States,MILES,2.44,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q6154557,Janine Jagger,Jagger,,United States,,JAGGER,2.49,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q6660215,Liz Lerman,Lerman,,United States,United States,LERMAN,3.57,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q6660410,Liza Lou,Lou,,United States,United States,LOU,3.5,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q1931745,Paul Ginsparg,Ginsparg,,United States,United States,GINSPARG,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q5230972,Q5230972,Goldstein,,United States,,GOLDSTEIN,2.64,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2002.0,Q7811437,Toba Khedoori,,,Australia|United States,Australia,KHEDOORI,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q56100,Amy Rosenzweig,Rosenzweig,,United States,United States,ROSENZWEIG,2.31,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q4753951,Anders Winroth,Winroth,,Sweden,Sweden,WINROTH,,False,False,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q1181574,Deborah S. Jin,Jin,,United States,United States,JIN,0.4,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q6131576,James J. Collins,Collins,,United States,United States,COLLINS,2.47,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q1280035,Lydia Davis,Davis,,United States,United States,DAVIS,2.44,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q6982858,Nawal M. Nour,Nour,,Sudan|United States,Sudan,NOUR,1.35,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q742858,Pedro A. Sanchez,,,Cuba|United States,Cuba,SANCHEZ,92.99,True,True,False,False,False,True,True,True,True,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q7174261,Peter H. Gleick,Gleick,,United States,,GLEICK,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q5416204,Q5416204,Powell,,United States,,POWELL,2.31,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q7422358,Sarah H. Kagan,Kagan,,United States,,KAGAN,1.85,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2003.0,Q4588704,Xiaowei Zhuang,Zhuang,,People's Republic of China|United States,People's Republic of China,ZHUANG,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q4749093,Amy B. Smith,Smith,,United States,United States,SMITH,2.4,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q4762378,Angela Belcher,Belcher,,United States,United States,BELCHER,2.15,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q5045339,Carolyn D. Wright,Wright,,United States,United States,WRIGHT,2.36,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q5092769,Cheryl Rogowski,Rogowski,,United States,,ROGOWSKI,1.87,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q5607684,Gretchen Berland,Berland,,United States,,BERLAND,4.46,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q5693898,Heather Hurst,Hurst,,United States,,HURST,2.18,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q3181851,John Kamm,Kamm,,United States,,KAMM,1.73,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q6282538,Joseph DeRisi,Derisi,,United States,,DERISI,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q6304556,Judy Pfaff,Pfaff,,United States,United Kingdom,PFAFF,1.88,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q6761419,Maria Mavroudi,Mavroudi,,United States,Greece,MAVROUDI,,False,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q6964671,Naomi Ehrich Leonard,Leonard,,United States,,LEONARD,2.42,True,True,False,False,False,False,False,False,False,1990-2014
MacArthur Fellows Program,fellowship,2004.0,Q6308556,Q6308556,Theriot,,United States,,THERIOT,2.27,True,True,False,False,False,False,False,False,False,1990-2014
