award,family,qid,person_qid,person,year,ethnic,citizenship,birth_country,given_name,family_name
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5301175,Douglas A. Blackmon,2009,,United States,United States,Douglas,Blackmon
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5233182,Q5233182,2010,,United States,United States,David,Hoffman
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5233182,Q5233182,2010,,United States,United States,David Emanuel,Hoffman
Pulitzer Prize for General Nonfiction,letters,Q784589,Q983450,Siddhartha Mukherjee,2011,,United States,India,Siddhartha,Mukherjee
Pulitzer Prize for General Nonfiction,letters,Q784589,Q639065,Stephen Greenblatt,2012,,United States,United States,Stephen,Greenblatt
Pulitzer Prize for General Nonfiction,letters,Q784589,Q15429559,Gilbert King,2013,,United States,United States,Gilbert,King
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5213460,Dan Fagin,2014,,United States,United States,Robert,
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5213460,Dan Fagin,2014,,United States,United States,Daniel,
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5363086,Elizabeth Kolbert,2015,,United States,United States,Elizabeth,Kolbert
Pulitzer Prize for General Nonfiction,letters,Q784589,Q6206897,Joby Warrick,2016,,United States,United States,Q27203015,
Pulitzer Prize for General Nonfiction,letters,Q784589,Q22096471,Matthew Desmond,2017,,United States,,Matthew,Desmond
Pulitzer Prize for General Nonfiction,letters,Q784589,Q38733779,"James Forman, Jr.",2018,,United States,United States,James,Forman
Pulitzer Prize for General Nonfiction,letters,Q784589,Q38733779,"James Forman, Jr.",2018,,United States,United States,Robert,Forman
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5362145,Eliza Griswold,2019,,United States,,Eliza,Q16870326
Pulitzer Prize for General Nonfiction,letters,Q784589,Q23050230,Anne Boyer,2020,,United States,United States,Anne,Boyer
Pulitzer Prize for General Nonfiction,letters,Q784589,Q5605626,Greg Grandin,2020,,United States,United States,Greg,Grandin
Pulitzer Prize for General Nonfiction,letters,Q784589,Q96474225,David Zucchino,2021,,,,David,Zucchino
Pulitzer Prize for General Nonfiction,letters,Q784589,Q4755067,Andrea Elliott,2022,,United States,United States,Andrea,Elliott
Pulitzer Prize for General Nonfiction,letters,Q784589,Q113997911,Robert Samuels,2023,,,,Robert,
Pulitzer Prize for General Nonfiction,letters,Q784589,Q65557444,Toluse Olorunnipa,2023,,United States,Nigeria,,
Pulitzer Prize for General Nonfiction,letters,Q784589,Q22919627,Benjamin Nathans,2025,,United States,,Benjamin,Nathans
Pulitzer Prize for History,letters,Q599254,Q1685608,Jean Jules Jusserand,1917,,France,France,Jean,Jusserand
Pulitzer Prize for History,letters,Q599254,Q1680399,James Ford Rhodes,1918,,United States,United States,James,Rhodes
Pulitzer Prize for History,letters,Q599254,Q3811584,Justin Harvey Smith,1920,,United States,United States,Justin,Smith
Pulitzer Prize for History,letters,Q599254,Q3811584,Justin Harvey Smith,1920,,United States,United States,Harvey,Smith
Pulitzer Prize for History,letters,Q599254,Q523294,Burton J. Hendrick,1921,,United States,United States,Jesse,Hendrick
Pulitzer Prize for History,letters,Q599254,Q523294,Burton J. Hendrick,1921,,United States,United States,Burton,Hendrick
Pulitzer Prize for History,letters,Q599254,Q2600765,William Sowden Sims,1921,,United States,Canada,William,Sims
Pulitzer Prize for History,letters,Q599254,Q1681213,James Truslow Adams,1922,,United States,United States,James,Adams
Pulitzer Prize for History,letters,Q599254,Q3666612,Charles Warren,1923,,United States,United States,Charles,Warren
Pulitzer Prize for History,letters,Q599254,Q3666419,Charles Howard McIlwain,1924,,United States,United States,Charles,McIlwain
Pulitzer Prize for History,letters,Q599254,Q3666419,Charles Howard McIlwain,1924,,United States,United States,Howard,McIlwain
Pulitzer Prize for History,letters,Q599254,Q3752716,Frederic L. Paxson,1925,,United States,United States,Logan,Paxson
Pulitzer Prize for History,letters,Q599254,Q3752716,Frederic L. Paxson,1925,,United States,United States,Frederic,Paxson
Pulitzer Prize for History,letters,Q599254,Q982865,Edward Channing,1926,,United States,United States,Edward,Channing
Pulitzer Prize for History,letters,Q599254,Q3946617,Samuel Flagg Bemis,1927,,United States,United States,Samuel,
Pulitzer Prize for History,letters,Q599254,Q2517365,Vernon Louis Parrington,1928,,United States,United States,Vernon,Parrington
Pulitzer Prize for History,letters,Q599254,Q3752598,Fred Albert Shannon,1929,,United States,United States,Fred,Shannon
Pulitzer Prize for History,letters,Q599254,Q3679807,Claude H. Van Tyne,1930,,United States,United States,Claude,
Pulitzer Prize for History,letters,Q599254,Q2897388,Bernadotte Everly Schmitt,1931,,United States,United States,Bernadotte,Schmitt
Pulitzer Prize for History,letters,Q599254,Q2897388,Bernadotte Everly Schmitt,1931,,United States,United States,Everly,Schmitt
Pulitzer Prize for History,letters,Q599254,Q272383,John J. Pershing,1932,,United States,United States,John,Pershing
Pulitzer Prize for History,letters,Q599254,Q548462,Frederick Jackson Turner,1933,,United States,United States,Frederick,Turner
Pulitzer Prize for History,letters,Q599254,Q548462,Frederick Jackson Turner,1933,,United States,United States,Jackson,Turner
Pulitzer Prize for History,letters,Q599254,Q3785131,Herbert Agar,1934,,United States,United States,Herbert,Agar
Pulitzer Prize for History,letters,Q599254,Q472498,Charles McLean Andrews,1935,,United States,United States,Charles,Andrews
Pulitzer Prize for History,letters,Q599254,Q472498,Charles McLean Andrews,1935,,United States,United States,McLean,Andrews
Pulitzer Prize for History,letters,Q599254,Q3616248,Andrew C. McLaughlin,1936,,United States,United States,Andrew,McLaughlin
Pulitzer Prize for History,letters,Q599254,Q647006,Van Wyck Brooks,1937,,United States,United States,Robert,Brooks
Pulitzer Prize for History,letters,Q599254,Q3898082,Paul Herman Buck,1938,,United States,United States,Paul,Buck
Pulitzer Prize for History,letters,Q599254,Q3751858,Frank Luther Mott,1939,,United States,United States,Frank,Mott
Pulitzer Prize for History,letters,Q599254,Q3751858,Frank Luther Mott,1939,,United States,United States,Luther,Mott
Pulitzer Prize for History,letters,Q599254,Q193608,Carl Sandburg,1940,,United States,United States,Carl,Sandburg
Pulitzer Prize for History,letters,Q599254,Q3846700,Marcus Lee Hansen,1941,,United States,United States,Marcus,Hansen
Pulitzer Prize for History,letters,Q599254,Q3846874,Margaret Leech,1942,,United States,United States,Margaret,Leech
Pulitzer Prize for History,letters,Q599254,Q454420,Esther Forbes,1943,,United States,United States,Esther,Forbes
Pulitzer Prize for History,letters,Q599254,Q787077,Merle Eugene Curti,1944,,United States,United States,Eugene,Curti
Pulitzer Prize for History,letters,Q599254,Q787077,Merle Eugene Curti,1944,,United States,United States,Q16279382,Curti
Pulitzer Prize for History,letters,Q599254,Q1236721,Stephen Bonsal,1945,,United States,United States,Stephen,Q37076599
Pulitzer Prize for History,letters,Q599254,Q435195,Arthur M. Schlesinger,1946,,United States,United States,Arthur,Schlesinger
Pulitzer Prize for History,letters,Q599254,Q435195,Arthur M. Schlesinger,1946,,United States,United States,Meier,Schlesinger
Pulitzer Prize for History,letters,Q599254,Q3806702,James Phinney Baxter III,1947,,United States,United States,James,
Pulitzer Prize for History,letters,Q599254,Q3638666,Bernard DeVoto,1948,,United States,United States,Bernard,
Pulitzer Prize for History,letters,Q599254,Q3942008,Roy Franklin Nichols,1949,,United States,United States,Roy,
Pulitzer Prize for History,letters,Q599254,Q3881815,Oliver Waterman Larkin,1950,,United States,United States,Oliver,Larkin
Pulitzer Prize for History,letters,Q599254,Q7273538,R. Carlyle Buley,1951,,United States,United States,Roscoe,Buley
Pulitzer Prize for History,letters,Q599254,Q7273538,R. Carlyle Buley,1951,,United States,United States,Carlyle,Buley
Pulitzer Prize for History,letters,Q599254,Q7273538,R. Carlyle Buley,1951,,United States,United States,R.,Buley
Pulitzer Prize for History,letters,Q599254,Q3886419,Oscar Handlin,1952,,United States,United States,Oscar,Handlin
Pulitzer Prize for History,letters,Q599254,Q1507199,George Dangerfield,1953,,United Kingdom,United Kingdom,George,Dangerfield
Pulitzer Prize for History,letters,Q599254,Q1507199,George Dangerfield,1953,,United States,United Kingdom,George,Dangerfield
Pulitzer Prize for History,letters,Q599254,Q360092,Bruce Catton,1954,,United States,United States,Bruce,Q28226492
Pulitzer Prize for History,letters,Q599254,Q2057501,Paul Horgan,1955,,United States,United States,Paul,Horgan
Pulitzer Prize for History,letters,Q599254,Q982698,Richard Hofstadter,1956,,United States,United States,Richard,Hofstadter
Pulitzer Prize for History,letters,Q599254,Q156058,George F. Kennan,1957,,United States,United States,George,Kennan
Pulitzer Prize for History,letters,Q599254,Q156058,George F. Kennan,1957,,United States,United States,Frost,Kennan
Pulitzer Prize for History,letters,Q599254,Q4958517,Bray Hammond,1958,,United States,United States,Bray,Hammond
Pulitzer Prize for History,letters,Q599254,Q6171488,Jean Schneider,1959,,United States,,Jean,Schneider
Pulitzer Prize for History,letters,Q599254,Q960619,Leonard D. White,1959,,United States,United States,Leonard,White
Pulitzer Prize for History,letters,Q599254,Q3846874,Margaret Leech,1960,,United States,United States,Margaret,Leech
Pulitzer Prize for History,letters,Q599254,Q5734072,Herbert Feis,1961,,United States,United States,Herbert,Feis
Pulitzer Prize for History,letters,Q599254,Q1809194,Lawrence H. Gipson,1962,,United States,United States,Lawrence,
Pulitzer Prize for History,letters,Q599254,Q3687596,Constance McLaughlin Green,1963,,United States,United States,Constance,Green
Pulitzer Prize for History,letters,Q599254,Q7637964,Sumner Chilton Powell,1964,,United States,,Sumner,Powell
Pulitzer Prize for History,letters,Q599254,Q7637964,Sumner Chilton Powell,1964,,United States,,Chilton,Powell
Pulitzer Prize for History,letters,Q599254,Q3802165,Irwin Unger,1965,,United States,United States,Irwin,Unger
Pulitzer Prize for History,letters,Q599254,Q1219277,Perry Miller,1966,,United States,United States,Perry,Miller
Pulitzer Prize for History,letters,Q599254,Q1219277,Perry Miller,1966,,United States,United States,Gilbert,Miller
Pulitzer Prize for History,letters,Q599254,Q1219277,Perry Miller,1966,,United States,United States,Eddy,Miller
Pulitzer Prize for History,letters,Q599254,Q8010423,William H. Goetzmann,1967,,United States,United States,William,Goetzmann
Pulitzer Prize for History,letters,Q599254,Q822286,Bernard Bailyn,1968,,United States,United States,Bernard,Bailyn
Pulitzer Prize for History,letters,Q599254,Q6525497,Leonard Levy,1969,,United States,Canada,Leonard,Levy
Pulitzer Prize for History,letters,Q599254,Q6525497,Leonard Levy,1969,,Canada,Canada,Leonard,Levy
Pulitzer Prize for History,letters,Q599254,Q6525497,Leonard Levy,1969,,United States,Canada,Williams,Levy
Pulitzer Prize for History,letters,Q599254,Q6525497,Leonard Levy,1969,,Canada,Canada,Williams,Levy
Pulitzer Prize for History,letters,Q599254,Q214758,Dean Acheson,1970,,United States,United States,Dean,Acheson
Pulitzer Prize for History,letters,Q599254,Q214758,Dean Acheson,1970,,United States,United States,Gooderham,Acheson
Pulitzer Prize for History,letters,Q599254,Q1529607,James MacGregor Burns,1971,,United States,United States,James,Burns
Pulitzer Prize for History,letters,Q599254,Q4120732,Carl Neumann Degler,1972,,United States,United States,Carl,
Pulitzer Prize for History,letters,Q599254,Q15501920,Michael Kammen,1973,,United States,United States,Michael,
Pulitzer Prize for History,letters,Q599254,Q551252,Daniel J. Boorstin,1974,,United States,United States,Joseph,Q112599325
Pulitzer Prize for History,letters,Q599254,Q551252,Daniel J. Boorstin,1974,,United States,United States,Daniel,Q112599325
Pulitzer Prize for History,letters,Q599254,Q679164,Dumas Malone,1975,,United States,United States,Dumas,Malone
Pulitzer Prize for History,letters,Q599254,Q2057501,Paul Horgan,1976,,United States,United States,Paul,Horgan
Pulitzer Prize for History,letters,Q599254,Q526331,David M. Potter,1977,,United States,United States,David,Potter
Pulitzer Prize for History,letters,Q599254,Q1336939,Alfred D. Chandler Jr.,1978,,United States,United States,Alfred,Chandler
Pulitzer Prize for History,letters,Q599254,Q3713511,Don Edward Fehrenbacher,1979,,United States,United States,Edward,Fehrenbacher
Pulitzer Prize for History,letters,Q599254,Q3713511,Don Edward Fehrenbacher,1979,,United States,United States,Don,Fehrenbacher
Pulitzer Prize for History,letters,Q599254,Q3830293,Leon Litwack,1980,,United States,United States,Leon,Litwack
Pulitzer Prize for History,letters,Q599254,Q3830293,Leon Litwack,1980,,United States,United States,Frank,Litwack
Pulitzer Prize for History,letters,Q599254,Q3828123,Lawrence A. Cremin,1981,,United States,United States,Lawrence,Cremin
Pulitzer Prize for History,letters,Q599254,Q612410,C. Vann Woodward,1982,,United States,United States,C.,Woodward
Pulitzer Prize for History,letters,Q599254,Q612410,C. Vann Woodward,1982,,United States,United States,Vann,Woodward
Pulitzer Prize for History,letters,Q599254,Q3934163,Rhys Isaac,1983,,South Africa,South Africa,Rhys,Isaac
Pulitzer Prize for History,letters,Q599254,Q3990670,Thomas K. McCraw,1985,,United States,United States,Thomas,McCraw
Pulitzer Prize for History,letters,Q599254,Q4017869,Walter A. McDougall,1986,,United States,United States,Q499249,McDougall
Pulitzer Prize for History,letters,Q599254,Q822286,Bernard Bailyn,1987,,United States,United States,Bernard,Bailyn
Pulitzer Prize for History,letters,Q599254,Q3938455,Robert V. Bruce,1988,,United States,United States,Robert,Bruce
Pulitzer Prize for History,letters,Q599254,Q3938455,Robert V. Bruce,1988,,United States,United States,Q16282340,Bruce
Pulitzer Prize for History,letters,Q599254,Q709723,James M. McPherson,1989,,United States,United States,James,McPherson
Pulitzer Prize for History,letters,Q599254,Q709723,James M. McPherson,1989,,United States,United States,Munro,McPherson
Pulitzer Prize for History,letters,Q599254,Q3981664,Taylor Branch,1989,,United States,United States,Taylor,Branch
Pulitzer Prize for History,letters,Q599254,Q3543703,Stanley Karnow,1990,,United States,United States,Stanley,Karnow
Pulitzer Prize for History,letters,Q599254,Q4474952,Laurel Thatcher Ulrich,1991,,United States,United States,Laurel,Ulrich
Pulitzer Prize for History,letters,Q599254,Q6767464,"Mark E. Neely, Jr.",1992,,United States,United States,Mark,Neely
Pulitzer Prize for History,letters,Q599254,Q5585778,Gordon S. Wood,1993,,United States,United States,Gordon,Wood
Pulitzer Prize for History,letters,Q599254,Q5585778,Gordon S. Wood,1993,,United States,United States,Stewart,Wood
Pulitzer Prize for History,letters,Q599254,Q442008,Doris Kearns Goodwin,1995,,United States,United States,Doris,Goodwin
Pulitzer Prize for History,letters,Q599254,Q442008,Doris Kearns Goodwin,1995,,United States,United States,Helen,Goodwin
Pulitzer Prize for History,letters,Q599254,Q442008,Doris Kearns Goodwin,1995,,United States,United States,Doris,Kearns
Pulitzer Prize for History,letters,Q599254,Q442008,Doris Kearns Goodwin,1995,,United States,United States,Helen,Kearns
Pulitzer Prize for History,letters,Q599254,Q15514842,Alan Taylor,1996,,United States,United States,Alan,Taylor
Pulitzer Prize for History,letters,Q599254,Q6114263,Jack N. Rakove,1997,,United States,United States,Jack,Rakove
Pulitzer Prize for History,letters,Q599254,Q5343656,Edward J. Larson,1998,,United States,United States,Edward,Larson
Pulitzer Prize for History,letters,Q599254,Q5346433,Edwin G. Burrows,1999,,United States,,Edwin,Burrows
Pulitzer Prize for History,letters,Q599254,Q6849200,Mike Wallace,1999,,United States,United States,Mike,Wallace
Pulitzer Prize for History,letters,Q599254,Q204166,David M. Kennedy,2000,,United States,United States,David,Kennedy
Pulitzer Prize for History,letters,Q599254,Q669468,Joseph Ellis,2001,,United States,United States,Joseph,Ellis
Pulitzer Prize for History,letters,Q599254,Q3262682,Louis Menand,2002,,United States,United States,Louis,Menand
Pulitzer Prize for History,letters,Q599254,Q7331205,Rick Atkinson,2003,,United States,Germany,Rick,Atkinson
Pulitzer Prize for History,letters,Q599254,Q7614789,Steven Hahn,2004,,United States,United States,Steven,Hahn
Pulitzer Prize for History,letters,Q599254,Q5234590,David Hackett Fischer,2005,,United States,United States,David,Fischer
Pulitzer Prize for History,letters,Q599254,Q1175984,David Oshinsky,2006,,United States,,David,Oshinsky
Pulitzer Prize for History,letters,Q599254,Q5531414,Gene Roberts,2007,,United States,United States,Gene,Roberts
Pulitzer Prize for History,letters,Q599254,Q5648378,Hank Klibanoff,2007,,United States,United States,Hank,Klibanoff
Pulitzer Prize for History,letters,Q599254,Q5219020,Daniel Walker Howe,2008,,United States,United States,Daniel,Howe
Pulitzer Prize for History,letters,Q599254,Q5219020,Daniel Walker Howe,2008,,United States,United States,Walker,Howe
Pulitzer Prize for History,letters,Q599254,Q1247765,Annette Gordon-Reed,2009,African Americans,United States,United States,Annette,Reed
Pulitzer Prize for History,letters,Q599254,Q1247765,Annette Gordon-Reed,2009,African Americans,United States,United States,Annette,Gordon
Pulitzer Prize for History,letters,Q599254,Q1822762,Liaquat Ahamed,2010,,United States,,,
Pulitzer Prize for History,letters,Q599254,Q3056269,Eric Foner,2011,,United States,United States,Eric,Foner
Pulitzer Prize for History,letters,Q599254,Q977425,Manning Marable,2012,,United States,United States,Manning,Marable
Pulitzer Prize for History,letters,Q599254,Q5499491,Fredrik Logevall,2013,,Sweden,Sweden,Fredrik,Logevall
Pulitzer Prize for History,letters,Q599254,Q15514842,Alan Taylor,2014,,United States,United States,Alan,Taylor
Pulitzer Prize for History,letters,Q599254,Q19832672,Elizabeth A. Fenn,2015,,United States,United States,Elizabeth,Fenn
Pulitzer Prize for History,letters,Q599254,Q19832672,Elizabeth A. Fenn,2015,,United States,United States,Anne,Fenn
Pulitzer Prize for History,letters,Q599254,Q15435632,T. J. Stiles,2016,,United States,United States,T.,Stiles
Pulitzer Prize for History,letters,Q599254,Q23418927,Heather Ann Thompson,2017,,United States,United States,Heather,Thompson
Pulitzer Prize for History,letters,Q599254,Q48804464,Jack E. Davis,2018,,,,Jack,Davis
Pulitzer Prize for History,letters,Q599254,Q48804464,Jack E. Davis,2018,,,,Emerson,Davis
Pulitzer Prize for History,letters,Q599254,Q93284305,W. Caleb McDaniel,2020,,United States,,,McDaniel
Pulitzer Prize for History,letters,Q599254,Q28457176,Ada Ferrer,2022,,United States,Cuba,Ada,Q5445301
Pulitzer Prize for History,letters,Q599254,Q111960259,Nicole Eustace,2022,,United States,,Nicole,Eustace
Pulitzer Prize for History,letters,Q599254,Q83422206,Jefferson Cowie,2023,,United States,,Jefferson,Cowie
Pulitzer Prize for Music,music,Q1783509,Q2123314,Quinto Maganini,1927,,United States,United States,Quinto,
Pulitzer Prize for Music,music,Q1783509,Q323394,Ross Lee Finney,1937,,United States,United States,Ross,
Pulitzer Prize for Music,music,Q1783509,Q503225,William Schuman,1943,,United States,United States,William,Schuman
Pulitzer Prize for Music,music,Q1783509,Q382748,Howard Hanson,1944,,United States,United States,Howard,Hanson
Pulitzer Prize for Music,music,Q1783509,Q192185,Aaron Copland,1945,,United States,United States,Aaron,Copland
Pulitzer Prize for Music,music,Q1783509,Q733341,Leo Sowerby,1946,,United States,United States,Leo,Sowerby
Pulitzer Prize for Music,music,Q1783509,Q309648,Charles Ives,1947,,United States,United States,Edward,Q29359007
Pulitzer Prize for Music,music,Q1783509,Q309648,Charles Ives,1947,,United States,United States,Charles,Q29359007
Pulitzer Prize for Music,music,Q1783509,Q711052,Walter Piston,1948,,United States,United States,Q499249,Piston
Pulitzer Prize for Music,music,Q1783509,Q544485,Virgil Thomson,1949,,United States,United States,Virgil,Thomson
Pulitzer Prize for Music,music,Q1783509,Q270662,Gian Carlo Menotti,1950,,Kingdom of Italy,Italy,Gian Carlo,Menotti
Pulitzer Prize for Music,music,Q1783509,Q270662,Gian Carlo Menotti,1950,,Italy,Italy,Gian Carlo,Menotti
Pulitzer Prize for Music,music,Q1783509,Q958213,Douglas Moore,1951,,United States,United States,Douglas,Moore
Pulitzer Prize for Music,music,Q1783509,Q1491224,Gail Kubik,1952,,United States,United States,Gail,Kubik
Pulitzer Prize for Music,music,Q1783509,Q2033174,Quincy Porter,1954,,United States,United States,Quincy,Porter
Pulitzer Prize for Music,music,Q1783509,Q270662,Gian Carlo Menotti,1955,,Kingdom of Italy,Italy,Gian Carlo,Menotti
Pulitzer Prize for Music,music,Q1783509,Q270662,Gian Carlo Menotti,1955,,Italy,Italy,Gian Carlo,Menotti
Pulitzer Prize for Music,music,Q1783509,Q213635,Ernst Toch,1956,,Austria,Austria,Ernst,Toch
Pulitzer Prize for Music,music,Q1783509,Q724145,Norman Dello Joio,1957,,United States,United States,Norman,
Pulitzer Prize for Music,music,Q1783509,Q216870,Samuel Barber,1958,,United States,United States,Samuel,Barber
Pulitzer Prize for Music,music,Q1783509,Q216870,Samuel Barber,1958,,United States,United States,Osmond,Barber
Pulitzer Prize for Music,music,Q1783509,Q15097917,John La Montaine,1959,,United States,United States,John,
Pulitzer Prize for Music,music,Q1783509,Q318835,Elliott Carter,1960,,United States,United States,Elliott,Carter
Pulitzer Prize for Music,music,Q1783509,Q711052,Walter Piston,1961,,United States,United States,Q499249,Piston
Pulitzer Prize for Music,music,Q1783509,Q1695243,Robert Ward,1962,,United States,United States,Robert,Ward
Pulitzer Prize for Music,music,Q1783509,Q216870,Samuel Barber,1963,,United States,United States,Samuel,Barber
Pulitzer Prize for Music,music,Q1783509,Q216870,Samuel Barber,1963,,United States,United States,Osmond,Barber
Pulitzer Prize for Music,music,Q1783509,Q958467,Leslie Bassett,1966,,United States,United States,Leslie,Bassett
Pulitzer Prize for Music,music,Q1783509,Q928971,Leon Kirchner,1967,,United States,United States,Leon,Kirchner
Pulitzer Prize for Music,music,Q1783509,Q356804,George Crumb,1968,,United States,United States,George,Crumb
Pulitzer Prize for Music,music,Q1783509,Q1729163,Karel Husa,1969,,Czech Republic,Czech Republic,Karel,Husa
Pulitzer Prize for Music,music,Q1783509,Q1729163,Karel Husa,1969,,United States,Czech Republic,Karel,Husa
Pulitzer Prize for Music,music,Q1783509,Q961861,Charles Wuorinen,1970,,United States,United States,Peter,Wuorinen
Pulitzer Prize for Music,music,Q1783509,Q961861,Charles Wuorinen,1970,,United States,United States,Charles,Wuorinen
Pulitzer Prize for Music,music,Q1783509,Q322790,Mario Davidovsky,1971,,Argentina,Argentina,Mario,
Pulitzer Prize for Music,music,Q1783509,Q4352821,Jacob Druckman,1972,,United States,United States,Jacob,Druckman
Pulitzer Prize for Music,music,Q1783509,Q318835,Elliott Carter,1973,,United States,United States,Elliott,Carter
Pulitzer Prize for Music,music,Q1783509,Q357171,Donald Martino,1974,,United States,United States,James,Martino
Pulitzer Prize for Music,music,Q1783509,Q357171,Donald Martino,1974,,United States,United States,Donald,Martino
Pulitzer Prize for Music,music,Q1783509,Q2630943,Dominick Argento,1975,,United States,United States,Dominick,Argento
Pulitzer Prize for Music,music,Q1783509,Q733299,Ned Rorem,1976,,United States,United States,Ned,Rorem
Pulitzer Prize for Music,music,Q1783509,Q7329895,Richard Wernick,1977,,United States,United States,Richard,Wernick
Pulitzer Prize for Music,music,Q1783509,Q2604332,Michael Colgrass,1978,,United States,United States,Michael,Colgrass
Pulitzer Prize for Music,music,Q1783509,Q323596,Joseph Schwantner,1979,,United States,United States,Joseph,Schwantner
Pulitzer Prize for Music,music,Q1783509,Q560635,David Del Tredici,1980,,United States,United States,David,Del Tredici
Pulitzer Prize for Music,music,Q1783509,Q550632,Roger Sessions,1982,,United States,United States,Roger,Sessions
Pulitzer Prize for Music,music,Q1783509,Q457425,Ellen Taaffe Zwilich,1983,,United States,United States,Ellen,Taaffe
Pulitzer Prize for Music,music,Q1783509,Q2898505,Bernard Rands,1984,,United Kingdom,United Kingdom,Bernard,Rands
Pulitzer Prize for Music,music,Q1783509,Q2898505,Bernard Rands,1984,,United States,United Kingdom,Bernard,Rands
Pulitzer Prize for Music,music,Q1783509,Q359640,Stephen Albert,1985,,United States,United States,Stephen,Albert
Pulitzer Prize for Music,music,Q1783509,Q201359,George Perle,1986,,United States,United States,George,Perle
Pulitzer Prize for Music,music,Q1783509,Q2527585,John Harbison,1987,,United States,United States,John,Harbison
Pulitzer Prize for Music,music,Q1783509,Q710714,William Bolcom,1988,,United States,United States,William,
Pulitzer Prize for Music,music,Q1783509,Q673278,Roger Reynolds,1989,,United States,United States,Roger,Reynolds
Pulitzer Prize for Music,music,Q1783509,Q743673,Mel Powell,1990,,United States,United States,Q4563684,Powell
Pulitzer Prize for Music,music,Q1783509,Q1889606,Shulamit Ran,1991,,United States,Israel,Shulamit,Ran
Pulitzer Prize for Music,music,Q1783509,Q7976529,Wayne Peterson,1992,,United States,United States,Wayne,Peterson
Pulitzer Prize for Music,music,Q1783509,Q125217,Christopher Rouse,1993,,United States,United States,Christopher,Rouse
Pulitzer Prize for Music,music,Q1783509,Q125217,Christopher Rouse,1993,,United States,United States,Chapman,Rouse
Pulitzer Prize for Music,music,Q1783509,Q704154,Gunther Schuller,1994,,United States,United States,Gunther,Schuller
Pulitzer Prize for Music,music,Q1783509,Q1352656,Morton Gould,1995,,United States,United States,Morton,Gould
Pulitzer Prize for Music,music,Q1783509,Q1425389,George Walker,1996,African Americans,United States,United States,George,Walker
Pulitzer Prize for Music,music,Q1783509,Q1425389,George Walker,1996,African Americans,United States,United States,Theophilus,Walker
Pulitzer Prize for Music,music,Q1783509,Q273076,Wynton Marsalis,1997,,United States,United States,Wynton,Marsalis
Pulitzer Prize for Music,music,Q1783509,Q302157,Aaron Jay Kernis,1998,,United States,United States,Aaron,
Pulitzer Prize for Music,music,Q1783509,Q4347915,Melinda Wagner,1999,,United States,United States,Melinda,Wagner
Pulitzer Prize for Music,music,Q1783509,Q6537065,Lewis Spratlan,2000,,United States,United States,Lewis,
Pulitzer Prize for Music,music,Q1783509,Q450620,John Corigliano,2001,,United States,United States,John,Corigliano
Pulitzer Prize for Music,music,Q1783509,Q1606553,Henry Brant,2002,,United States,Canada,Henry,Brant
Pulitzer Prize for Music,music,Q1783509,Q84114,John Adams,2003,,United States,United States,John,Adams
Pulitzer Prize for Music,music,Q1783509,Q84114,John Adams,2003,,United States,United Kingdom,John,Adams
Pulitzer Prize for Music,music,Q1783509,Q7152593,Paul Moravec,2004,,United States,United States,Paul,Moravec
Pulitzer Prize for Music,music,Q1783509,Q3535299,Steven Stucky,2005,,United States,United States,Edward,Stucky
Pulitzer Prize for Music,music,Q1783509,Q3535299,Steven Stucky,2005,,United States,United States,Steven,Stucky
Pulitzer Prize for Music,music,Q1783509,Q8051313,Yehudi Wyner,2006,,United States,United States,Yehudi,Wyner
Pulitzer Prize for Music,music,Q1783509,Q208797,Ornette Coleman,2007,African Americans,United States,United States,Randolph,Coleman
Pulitzer Prize for Music,music,Q1783509,Q3018260,David Lang,2008,,United States,United States,David,Lang
Pulitzer Prize for Music,music,Q1783509,Q3018260,David Lang,2008,,United States,United States,A.,Lang
Pulitzer Prize for Music,music,Q1783509,Q262791,Steve Reich,2009,,United States,United States,Stephen,Reich
Pulitzer Prize for Music,music,Q1783509,Q262791,Steve Reich,2009,,United States,United States,Michael,Reich
Pulitzer Prize for Music,music,Q1783509,Q289468,Jennifer Higdon,2010,,United States,United States,Jennifer,Higdon
Pulitzer Prize for Music,music,Q1783509,Q2382001,Zhou Long,2011,,People's Republic of China,People's Republic of China,,Zhou
Pulitzer Prize for Music,music,Q1783509,Q2382001,Zhou Long,2011,,United States,People's Republic of China,,Zhou
Pulitzer Prize for Music,music,Q1783509,Q6397282,Kevin Puts,2012,,United States,United States,Kevin,
Pulitzer Prize for Music,music,Q1783509,Q15430653,Caroline Shaw,2013,,United States,United States,Caroline,Shaw
Pulitzer Prize for Music,music,Q1783509,Q788469,John Luther Adams,2014,,United States,United States,John,Adams
Pulitzer Prize for Music,music,Q1783509,Q788469,John Luther Adams,2014,,United States,United States,Luther,Adams
Pulitzer Prize for Music,music,Q1783509,Q6306853,Julia Wolfe,2015,,United States,United States,Julia,Wolfe
Pulitzer Prize for Music,music,Q1783509,Q354158,Henry Threadgill,2016,,United States,United States,Henry,Threadgill
